index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
156,2017/2/14,1001.2,999.6751,1013.551225,984.3405057,955.5500979,926.689049,1.322625,0.13%,61.06%,22.27%,138.465076,0.178958533,0.046177591,274.11%,0.03,1.74,-1.03
157,2017/2/15,1012.325988,1002.319598,1011.376824,989.1589926,961.6109642,930.4161488,11.125988,1.11%,62.85%,22.41%,139.3171349,0.179709026,0.042333787,280.42%,0.02,1.8,-0.07
158,2017/2/16,1035.208125,1009.843223,1012.496261,995.1668988,965.9899017,934.5296175,22.882137,2.26%,66.53%,22.58%,140.3908181,0.180712862,0.045397287,294.58%,0.02,1.95,1.01
159,2017/2/17,1035.2,1016.762298,1011.005261,1000.911286,970.2765684,938.6384509,-0.008125,0.00%,66.52%,22.75%,141.4244414,0.181665805,0.047909772,292.42%,0.01,1.92,-0.07
160,2017/2/18,1056.637138,1028.11425,1011.384975,1007.946493,975.6378438,943.0309032,21.437138,2.07%,69.97%,22.95%,142.6681563,0.182857607,0.053786768,304.89%,0.01,2.05,1.76
161,2017/2/19,1052.779286,1038.430107,1019.052604,1014.975958,980.9431171,946.8403913,-3.857852,-0.37%,69.35%,23.14%,143.8204391,0.183937833,0.058603796,299.77%,0,2,0.63
162,2017/2/20,1050.87,1046.13891,1024.229254,1019.284154,986.1174504,950.4387246,-1.909286,-0.18%,69.05%,23.31%,144.908735,0.184939397,0.060866441,296.20%,0,1.96,1.02
163,2017/2/21,1123.788429,1063.854971,1036.849097,1026.488381,992.9569439,954.1466984,72.918429,6.94%,80.78%,23.63%,146.8743556,0.186953009,0.071400907,341.88%,0,2.42,5.93
164,2017/2/22,1123.223188,1081.459608,1049.110953,1033.478541,999.6619297,958.0069182,-0.565241,-0.05%,80.68%,23.93%,148.7545156,0.18885437,0.081825341,337.18%,0,2.37,1.6
165,2017/2/23,1130.01,1096.134181,1062.124215,1039.327691,1006.663263,961.9637515,6.786812,0.60%,81.78%,24.23%,150.6531285,0.190765324,0.088878695,337.44%,0,2.37,2.3
166,2017/2/24,1174.86625,1120.551573,1079.49084,1046.521033,1016.057284,966.5893557,44.85625,3.97%,88.99%,24.63%,153.1121898,0.193314598,0.102842912,361.31%,0.01,2.61,4.65
167,2017/2/25,1150.605714,1140.498716,1093.318813,1052.347818,1023.878933,970.2599509,-24.260536,-2.06%,85.09%,24.95%,155.1275378,0.195332739,0.113899974,340.98%,0.02,2.41,1.05
168,2017/2/26,1150.37,1145.81503,1104.835001,1058.665631,1031.722933,973.9271176,-0.235714,-0.02%,85.05%,25.27%,157.0620065,0.197245096,0.110584047,336.63%,0.03,2.37,1.62
169,2017/2/27,1190.75195,1159.320783,1120.390196,1065.697728,1040.737589,977.7166501,40.38195,3.51%,91.55%,25.65%,159.4783063,0.199697649,0.113941492,356.85%,0.04,2.57,3.78
170,2017/2/28,1187.565286,1170.83184,1133.48301,1072.433993,1049.791999,981.6402382,-3.186664,-0.27%,91.03%,26.02%,161.7534814,0.201971331,0.115298879,349.86%,0.04,2.5,1.31
171,2017/3/1,1190.89,1174.03659,1147.294082,1083.173343,1059.081999,985.5197382,3.324714,0.28%,91.57%,26.38%,163.9856912,0.204180447,0.108541729,347.13%,0.04,2.47,1.09
172,2017/3/2,1259.410817,1195.797611,1168.148163,1096.188709,1068.90549,989.8812518,68.520817,5.75%,102.59%,26.88%,167.1295154,0.207413742,0.118712198,381.60%,0.04,2.82,5.04
173,2017/3/3,1285.14,1222.751611,1184.283321,1110.566209,1079.086694,994.3674185,25.729183,2.04%,106.73%,27.43%,170.5425836,0.21092832,0.133135657,389.05%,0.03,2.89,3.46
174,2017/3/4,1287,1242.001221,1200.661002,1124.885977,1089.206028,998.9270851,1.86,0.14%,107.03%,27.96%,173.8369125,0.214278178,0.140281259,382.74%,0.03,2.83,2.87
175,2017/3/5,1270.9333,1258.674823,1214.753332,1138.438774,1097.802904,1001.329973,-16.0667,-1.25%,104.45%,28.43%,176.7520217,0.217172306,0.146539892,367.34%,0.03,2.67,2.41
176,2017/3/6,1275.197375,1275.536298,1224.786444,1152.138642,1105.942837,1006.00543,4.264075,0.34%,105.13%,28.89%,179.6115851,0.21998135,0.153347403,363.87%,0.03,2.64,3.93
177,2017/3/7,1279.5,1279.554135,1237.675873,1165.497343,1114.123837,1010.669596,4.302625,0.34%,105.82%,29.34%,182.4190589,0.222710313,0.148484659,360.63%,0.03,2.61,3.57
178,2017/3/8,1157.3933,1254.004795,1238.378203,1171.606602,1118.569822,1015.012318,-122.1067,-9.54%,86.18%,29.54%,183.6481162,0.223694675,0.121078694,291.72%,0.02,1.92,-3.47
179,2017/3/9,1192.469143,1235.098624,1238.549922,1179.470059,1123.315126,1019.751137,35.075843,3.03%,91.82%,29.79%,185.2071934,0.225028031,0.099512145,308.21%,0.02,2.08,4.03
180,2017/3/10,1192.09,1219.329964,1239.002394,1186.242702,1127.956793,1024.44447,-0.379143,-0.03%,91.76%,30.03%,186.7096874,0.226292968,0.081007687,305.52%,0.02,2.06,1.17
181,2017/3/11,1179.159875,1200.122464,1237.829381,1192.561731,1134.725355,1028.996302,-12.930125,-1.08%,93.41%,30.27%,187.9229884,0.226916376,0.057632543,308.59%,0.01,2.09,-0.61
182,2017/3/12,1227.494625,1189.721389,1234.637762,1201.392963,1142.338393,1036.367545,48.33475,4.10%,100.93%,30.57%,189.5275571,0.2279145,0.041478949,330.17%,0.02,2.3,1.78
183,2017/3/13,1227.68,1203.778729,1228.891762,1206.587541,1150.00806,1043.813545,0.185375,0.02%,101.65%,30.86%,191.0679076,0.228829167,0.046756776,329.36%,0.02,2.29,-0.92
184,2017/3/14,1245.370786,1214.359057,1224.72884,1212.694921,1158.166932,1050.798225,17.690786,1.44%,104.03%,31.17%,192.7238595,0.229844308,0.048518157,333.74%,0.01,2.34,0.81
185,2017/3/15,1257.399625,1227.420982,1223.375473,1219.064402,1166.751007,1058.123052,12.028839,0.97%,106.43%,31.50%,194.4523202,0.23092122,0.051999077,337.92%,0,2.38,1.09
186,2017/3/16,1257,1242.989007,1221.555735,1223.17109,1175.277673,1065.413886,-0.399625,-0.03%,107.07%,31.81%,196.0873248,0.231877194,0.057613052,336.55%,-0.02,2.37,1.33
187,2017/3/17,1091.171888,1215.72446,1202.722924,1220.199399,1177.90587,1069.758417,-165.828112,-13.19%,78.42%,31.84%,196.1161992,0.231180125,0.032106632,246.31%,-0.04,1.46,-7.25
188,2017/3/18,952.2323625,1160.634932,1182.20683,1210.292517,1175.140011,1070.564956,-138.9395255,-12.73%,56.06%,31.74%,195.4686885,0.229906785,-0.012343277,176.60%,-0.03,0.77,-8.67
189,2017/3/19,967.69,1105.098775,1159.728916,1199.139419,1172.889678,1071.583123,15.4576375,1.62%,58.99%,31.65%,194.8385993,0.228634539,-0.057798192,186.37%,-0.01,0.86,-2.02
190,2017/3/20,1049.084488,1063.435748,1145.428365,1192.215379,1172.637923,1074.137883,81.394488,8.41%,75.17%,31.64%,194.5320351,0.22762485,-0.093125229,237.61%,0.01,1.38,-0.65
191,2017/3/21,1118.630043,1035.761756,1139.375382,1188.602381,1174.832948,1077.888033,69.545555,6.63%,87.24%,31.70%,194.5719218,0.226909099,-0.118375291,275.23%,0.02,1.75,-4.21
192,2017/3/22,1113,1040.127379,1127.925919,1181.281841,1176.903948,1081.510699,-5.630043,-0.50%,87.35%,31.75%,194.5177077,0.226094805,-0.116217275,275.11%,0.03,1.75,-9.24
193,2017/3/23,1038.789,1057.438706,1109.036819,1168.964291,1174.070634,1083.513789,-74.211,-6.67%,72.02%,31.68%,193.9468211,0.224789289,-0.099339788,227.31%,0.01,1.27,-11.44
194,2017/3/24,941.9197143,1052.284649,1078.691712,1151.710276,1168.027185,1083.844557,-96.8692857,-9.33%,56.53%,31.55%,193.0702079,0.223289934,-0.09909233,179.16%,-0.01,0.79,-11.57
195,2017/3/25,927.93,1028.053751,1045.74475,1134.560111,1161.291185,1083.977224,-13.9897143,-1.49%,54.92%,31.41%,192.1276967,0.221737746,-0.114732149,174.83%,-0.02,0.75,-6.65
196,2017/3/26,956.7863125,995.6850054,1015.723381,1118.639558,1154.021853,1085.039569,28.8563125,3.11%,57.90%,31.27%,191.2038879,0.220169248,-0.137204376,185.12%,0,0.85,-5.34
197,2017/3/27,1037.22925,980.5308554,1010.329117,1106.526021,1150.242638,1087.060785,80.4429375,8.41%,71.25%,31.20%,190.6043282,0.218878335,-0.147544333,228.40%,0.01,1.28,-3.28
198,2017/3/28,1041.04,980.9810554,1019.209881,1100.708356,1146.598305,1089.160619,3.81075,0.37%,72.40%,31.12%,189.9891264,0.217570907,-0.144442259,232.65%,0.01,1.33,-8.84
199,2017/3/29,1040.5755,1000.712213,1026.498431,1093.113673,1141.592423,1091.165006,-0.4645,-0.04%,70.76%,31.03%,189.3247464,0.216212651,-0.12340675,228.06%,-0.01,1.28,-7.07
200,2017/3/30,1037.90455,1022.707123,1025.380437,1085.404401,1136.603732,1093.197865,-2.67095,-0.26%,68.81%,30.92%,188.6585915,0.214870939,-0.100207844,222.54%,-0.04,1.23,-4.45
201,2017/3/31,1034.74,1038.29786,1016.991433,1078.183407,1131.398732,1095.240365,-3.16455,-0.30%,68.80%,30.82%,187.9885629,0.213543561,-0.082288294,223.23%,-0.08,1.23,-1.32
202,2017/4/1,1086.929571,1048.237924,1014.38439,1071.155155,1125.649357,1097.277424,52.189571,5.04%,77.65%,30.76%,187.5467242,0.212409854,-0.068770468,252.41%,-0.08,1.52,2.5
203,2017/4/2,1099.169125,1059.863749,1020.422402,1064.729611,1119.450328,1099.268511,12.239554,1.13%,80.30%,30.71%,187.1330525,0.211297034,-0.053228426,261.48%,-0.07,1.61,-0.07
204,2017/4/3,1079.99,1067.746649,1034.229431,1056.460571,1112.549994,1100.878011,-19.179125,-1.74%,77.87%,30.64%,186.5470155,0.210019065,-0.04027086,254.18%,-0.06,1.54,-1.83
205,2017/4/4,1141.600363,1088.485812,1055.596467,1050.670608,1108.238897,1103.020901,61.610363,5.70%,86.51%,30.61%,186.3043055,0.209050909,-0.017823851,282.62%,-0.05,1.83,3.68
206,2017/4/5,1133.079314,1108.153675,1073.225767,1044.474574,1103.501628,1104.722232,-8.521049,-0.75%,83.58%,30.56%,185.9942598,0.208031091,0.004215714,273.48%,-0.05,1.73,0.21
207,2017/4/6,1133.53,1117.47376,1082.855842,1046.59248,1098.635961,1106.379899,0.450686,0.04%,84.39%,30.52%,185.6853332,0.207025034,0.017146534,276.52%,-0.04,1.77,1.32
208,2017/4/7,1190.45425,1135.730785,1097.797267,1058.503574,1099.737993,1109.153907,56.92425,5.02%,93.37%,30.54%,185.7552886,0.206371178,0.032728516,305.76%,-0.02,2.06,4.18
209,2017/4/8,1181.149838,1155.962753,1111.854701,1069.176566,1099.360683,1111.337904,-9.304412,-0.78%,91.27%,30.53%,185.7003632,0.205596519,0.051486351,298.97%,-0.01,1.99,0.54
210,2017/4/9,1184.03,1164.44868,1126.467246,1075.923842,1099.092016,1113.524404,2.880162,0.24%,92.60%,30.52%,185.6328162,0.204812039,0.059464234,303.36%,0,2.03,0.93
211,2017/4/10,1207.744875,1179.381793,1143.767734,1080.379583,1100.044849,1117.385102,23.714875,2.00%,90.19%,30.49%,185.6903836,0.204137682,0.072121553,295.83%,0.01,1.96,2.36
212,2017/4/11,1226.617038,1197.9992,1157.73648,1086.060435,1100.015596,1121.176995,18.872163,1.56%,92.88%,30.49%,186.0341201,0.20378332,0.08907474,304.57%,0.02,2.05,2.67
213,2017/4/12,1219.09,1203.72635,1169.728568,1095.075485,1099.729263,1124.868661,-7.527038,-0.61%,92.28%,30.49%,186.2593331,0.203312512,0.094566081,302.68%,0.02,2.03,1.2
214,2017/4/13,1180.023713,1203.501125,1179.731939,1106.980685,1097.551027,1127.85898,-39.066287,-3.20%,84.97%,30.42%,186.0874215,0.20245821,0.096533186,279.36%,0.02,1.79,-0.13
215,2017/4/14,1185.260057,1203.747137,1184.097909,1119.847188,1095.146375,1130.948691,5.236344,0.44%,84.79%,30.34%,185.9402739,0.201634761,0.099165522,279.42%,0.02,1.79,2.52
216,2017/4/15,1170.36,1196.270162,1187.825977,1130.525872,1092.258375,1133.768024,-14.900057,-1.26%,83.16%,30.26%,185.6613344,0.200696275,0.095226358,274.85%,0.02,1.75,1.15
217,2017/4/16,1186.927413,1188.332237,1193.165718,1138.01078,1095.450226,1136.678048,16.567413,1.42%,86.54%,30.18%,185.4386065,0.19980165,0.084788892,286.71%,0.02,1.87,2.23
218,2017/4/17,1205.634875,1185.641212,1194.683781,1146.240524,1103.896976,1139.518494,18.707462,1.58%,91.60%,30.13%,185.2905671,0.198967805,0.074050602,303.97%,0.02,2.04,1.73
219,2017/4/18,1176.97,1185.030469,1194.265797,1153.060249,1110.872976,1141.881327,-28.664875,-2.38%,87.50%,30.04%,184.8055052,0.197804183,0.066756051,291.30%,0.02,1.91,-1.09
220,2017/4/19,1217.930088,1191.564475,1197.655806,1162.061526,1116.501163,1144.569543,40.960088,3.48%,92.73%,29.97%,184.5743835,0.196869693,0.067230841,309.45%,0.02,2.09,2.94
221,2017/4/20,1241.686325,1205.82974,1201.049951,1172.408842,1120.603039,1147.717994,23.756237,1.95%,89.43%,29.87%,184.5300762,0.196117727,0.076054319,299.38%,0.01,1.99,2.61
222,2017/4/21,1236.63,1215.770258,1202.051247,1179.893864,1124.724039,1150.813994,-5.056325,-0.41%,89.30%,29.80%,184.5915703,0.195515905,0.080949829,299.67%,0,2,1.52
223,2017/4/22,1261.311225,1226.905528,1206.27337,1188.000969,1132.141447,1153.10604,24.681225,2.00%,93.63%,29.75%,184.8002956,0.195042967,0.083703394,314.73%,0,2.15,3.23
224,2017/4/23,1257.988113,1243.10915,1214.06981,1196.900874,1142.67706,1155.352122,-3.323112,-0.26%,91.97%,29.68%,184.900525,0.19446092,0.087891928,309.89%,0.01,2.1,1.82
225,2017/4/24,1240.84,1247.691133,1219.627804,1201.862856,1153.107393,1157.199289,-17.148113,-1.36%,90.47%,29.59%,184.8238969,0.193721243,0.082025091,305.74%,0,2.06,0.91
226,2017/4/25,1279.414688,1255.236805,1230.533273,1209.179625,1163.861672,1158.941763,38.574688,3.11%,87.54%,29.47%,185.0045074,0.19320796,0.078510303,297.01%,0.01,1.97,3.47
227,2017/4/26,1309.109875,1269.73278,1242.751519,1217.958619,1172.92436,1161.583499,29.695187,2.32%,90.37%,29.41%,185.6845614,0.193219284,0.082535945,307.28%,0.02,2.07,2.84
228,2017/4/27,1288.02,1275.074535,1250.990031,1222.836906,1181.157027,1163.877666,-21.089875,-1.61%,87.78%,29.33%,186.1339267,0.193020695,0.079513144,299.31%,0.02,1.99,-0.09
229,2017/4/28,1331.294429,1289.735798,1266.422474,1230.344136,1190.847658,1166.22004,43.274429,3.36%,90.73%,29.26%,186.9462693,0.193148909,0.083040127,310.10%,0.02,2.1,3.2
230,2017/4/29,1334.979038,1308.563606,1278.127369,1237.891588,1200.75014,1168.676936,3.684609,0.28%,90.17%,29.19%,187.8260112,0.193354804,0.089788426,308.86%,0.03,2.09,1.27
231,2017/4/30,1333,1319.280668,1287.258737,1244.154344,1210.69214,1171.045436,-1.979038,-0.15%,91.25%,29.13%,188.6474009,0.193505917,0.08969128,313.18%,0.03,2.13,0.77
232,2017/5/1,1417.172813,1340.893256,1305.313018,1253.682133,1221.700249,1173.674803,84.172813,6.31%,93.25%,29.08%,190.3316048,0.194439934,0.097563218,320.71%,0.04,2.21,5.07
233,2017/5/2,1452.076288,1373.704514,1324.389524,1265.331447,1233.463821,1176.457074,34.903475,2.46%,111.62%,29.22%,192.6509809,0.196014206,0.113696641,382.06%,0.04,2.82,2.5
234,2017/5/3,1447.55,1396.955628,1343.345713,1278.707761,1245.715821,1179.132908,-4.526288,-0.31%,111.73%,29.28%,194.4313578,0.196982588,0.121407953,381.53%,0.04,2.82,0.96
235,2017/5/4,1508.292125,1431.618245,1370.090926,1294.859365,1257.938879,1183.088888,60.742125,4.20%,114.01%,29.36%,196.9148084,0.198582051,0.138066617,388.29%,0.05,2.88,4.51
236,2017/5/5,1533.335071,1471.685259,1395.482964,1313.008118,1271.280738,1187.391183,25.042946,1.66%,115.36%,29.47%,199.8033849,0.200569186,0.157639863,391.42%,0.05,2.91,3.56
237,2017/5/6,1518.75,1492.000697,1416.446976,1329.599248,1284.121405,1191.378683,-14.585071,-0.95%,113.92%,29.56%,202.3957935,0.202266537,0.161884454,385.33%,0.06,2.85,1.64
238,2017/5/7,1535.868429,1508.759125,1441.231819,1346.110925,1295.635211,1197.686602,17.118429,1.13%,116.63%,29.67%,205.0832186,0.204021882,0.164493765,393.06%,0.06,2.93,2.99
239,2017/5/8,1640.619225,1547.37297,1472.164299,1369.293387,1310.950857,1205.15577,104.750796,6.82%,127.57%,29.89%,209.2331171,0.20708988,0.180343994,426.75%,0.06,3.27,7.36
240,2017/5/9,1651.1,1575.934545,1503.776395,1390.951882,1326.519857,1212.805936,10.480775,0.64%,128.84%,30.13%,213.4422654,0.210186815,0.188021828,427.61%,0.07,3.28,3.23
241,2017/5/10,1762.88625,1621.844781,1546.76502,1417.011878,1345.024569,1222.534709,111.78625,6.77%,146.40%,30.60%,219.3927899,0.214829409,0.205810524,478.50%,0.07,3.79,7.72
242,2017/5/11,1820.990563,1682.292893,1587.146795,1446.229907,1364.83702,1232.426308,58.104313,3.30%,158.77%,31.23%,226.0817484,0.220063059,0.232596177,508.45%,0.07,4.08,6.28
243,2017/5/12,1829,1740.919208,1624.839166,1474.614345,1385.167353,1242.448308,8.009437,0.44%,160.44%,31.84%,232.4782344,0.224928093,0.256829511,503.96%,0.06,4.04,5.9
244,2017/5/13,1771.920013,1767.179365,1657.276168,1500.31094,1404.89723,1251.224129,-57.079987,-3.12%,150.82%,32.26%,237.5222299,0.228501774,0.257870916,467.49%,0.06,3.67,3.8
245,2017/5/14,1776.3165,1792.222665,1684.078605,1527.084765,1424.599112,1259.872743,4.396487,0.25%,149.87%,32.66%,242.4227618,0.23189755,0.258054038,458.93%,0.05,3.59,6.9
246,2017/5/15,1780,1795.645415,1708.745098,1552.114031,1444.920445,1268.58941,3.6835,0.21%,150.09%,33.04%,247.1787551,0.235118603,0.242729606,454.32%,0.04,3.54,6.64
247,2017/5/16,1739.031975,1779.253698,1730.773296,1573.610136,1463.32393,1279.387078,-40.968025,-2.30%,135.97%,33.22%,251.0801784,0.237547206,0.215898723,409.31%,0.02,3.09,4.85
248,2017/5/17,1807.485063,1774.95071,1757.934959,1599.583389,1483.385603,1293.64129,68.453088,3.94%,141.80%,33.49%,256.0322299,0.240884426,0.19655382,423.38%,0.02,3.23,8.42
249,2017/5/18,1783.98,1777.362708,1772.271036,1622.217668,1503.61927,1307.246123,-23.505063,-1.30%,138.19%,33.72%,260.4669911,0.243743639,0.182056351,409.83%,0.02,3.1,4.09
250,2017/5/19,1961.520488,1814.403505,1803.313085,1653.54474,1528.405617,1322.45339,177.540488,9.95%,169.05%,34.36%,267.6539627,0.24890876,0.187121721,492.04%,0.03,3.92,10.71
251,2017/5/20,2052.909788,1868.985463,1832.315439,1689.54023,1555.446399,1338.024719,91.3893,4.66%,177.97%,35.09%,276.0487315,0.254981257,0.201574972,507.26%,0.05,4.07,6.96
252,2017/5/21,2008.84,1922.947068,1851.100383,1719.123589,1581.186732,1352.955386,-44.069788,-2.15%,172.58%,35.70%,283.2651595,0.259961697,0.216141667,483.40%,0.06,3.83,2.6
253,2017/5/22,2090.662313,1979.582518,1877.266614,1751.05289,1608.831768,1370.486607,81.822313,4.07%,181.90%,36.44%,291.6027952,0.265789124,0.230447183,499.24%,0.07,3.99,6.67
254,2017/5/23,2287.710288,2080.328575,1928.845642,1793.060905,1643.155841,1392.91645,197.047975,9.43%,210.22%,37.66%,303.4675239,0.274466626,0.266056769,558.24%,0.09,4.58,10.78
255,2017/5/24,2256.32,2139.288478,1976.845992,1830.462298,1677.005174,1415.056284,-31.390288,-1.37%,206.72%,38.74%,313.9873243,0.28184203,0.275660034,533.61%,0.09,4.34,3.93
256,2017/5/25,2387.206286,2206.147777,2037.56662,1873.155859,1713.931561,1438.896617,130.886286,5.80%,225.38%,40.13%,326.6021606,0.290783721,0.287185456,561.66%,0.08,4.62,9.66
257,2017/5/26,2211.976857,2246.775149,2084.861108,1907.817202,1744.027127,1458.475743,-175.229429,-7.34%,203.86%,41.03%,335.1323101,0.29622431,0.288268465,496.80%,0.06,3.97,2.42
258,2017/5/27,2279.82,2284.606686,2132.094602,1945.01478,1777.087127,1479.122077,67.843143,3.07%,213.46%,42.06%,344.4247269,0.302148097,0.285590702,507.55%,0.04,4.08,10.12
259,2017/5/28,2192.9808,2265.660789,2172.994682,1972.632859,1805.810006,1498.328832,-86.8392,-3.81%,199.30%,42.79%,351.7796897,0.306423535,0.2546507,465.74%,0.04,3.66,4.57
260,2017/5/29,2275.9307,2269.582929,2204.435703,2003.874394,1837.175061,1518.962601,82.9499,3.78%,206.44%,43.61%,360.2110271,0.311454685,0.235365631,473.39%,0.02,3.73,9.61
261,2017/5/30,2290.02,2250.145671,2228.146724,2030.231082,1869.075728,1539.883934,14.0893,0.62%,208.61%,44.44%,368.5522986,0.316328728,0.20388149,469.46%,0.02,3.69,6.18
262,2017/5/31,2285.933914,2264.937083,2255.856116,2053.478249,1898.034431,1559.86734,-4.086086,-0.18%,195.94%,45.03%,376.4439979,0.320753913,0.193306636,435.10%,0.02,3.35,5.31
263,2017/6/1,2399.242671,2288.821617,2286.714152,2081.990383,1929.606644,1581.535232,113.308757,4.96%,213.90%,45.90%,386.0559385,0.326443895,0.186159689,465.97%,0.02,3.66,8.08
264,2017/6/2,2409.93,2332.211457,2298.936123,2113.890882,1961.685977,1603.700899,10.687329,0.45%,215.86%,46.76%,395.3632264,0.331763474,0.188881138,461.67%,0.03,3.62,4.58
265,2017/6/3,2525.765158,2382.178349,2325.880639,2151.363315,1995.601745,1626.770312,115.835158,4.81%,234.70%,47.88%,406.2442959,0.338130792,0.193714304,490.22%,0.04,3.9,7.22
266,2017/6/4,2516.173143,2427.408977,2338.777324,2188.171972,2028.363014,1649.821876,-9.592015,-0.38%,232.55%,48.90%,416.3971166,0.343796401,0.196733011,475.59%,0.05,3.76,3.42
267,2017/6/5,2529.53,2476.128194,2370.532639,2227.696873,2062.055681,1673.088543,13.356857,0.53%,233.28%,49.89%,426.3233932,0.349168171,0.20080569,467.62%,0.06,3.68,3.89
268,2017/6/6,2883.313697,2572.9424,2430.882008,2281.488305,2106.970523,1701.302867,353.783697,13.99%,274.59%,51.57%,442.382303,0.35887111,0.221157283,532.46%,0.07,4.32,13.15
269,2017/6/7,2664.920863,2623.940572,2478.076015,2325.535348,2141.113911,1726.032384,-218.392834,-7.57%,246.08%,52.67%,453.5868258,0.364861318,0.225502557,467.24%,0.06,3.67,-0.69
270,2017/6/8,2683.03,2655.393541,2518.785945,2361.610824,2175.511578,1751.015717,18.109137,0.68%,248.86%,53.76%,464.5927745,0.370563982,0.220583502,462.92%,0.06,3.63,4.64
271,2017/6/9,2827.4913,2717.657172,2572.533075,2400.3399,2210.998413,1778.011491,144.4613,5.38%,263.90%,55.05%,477.6009018,0.377515045,0.229153832,479.38%,0.06,3.79,8.27
272,2017/6/10,2845.372857,2780.825743,2628.476969,2442.166542,2245.144489,1804.990755,17.881557,0.63%,266.20%,56.33%,490.359471,0.384130187,0.238595448,472.60%,0.05,3.73,6.27
273,2017/6/11,2898.63,2783.889004,2678.415702,2482.564927,2280.798822,1832.983088,53.257143,1.87%,272.58%,57.65%,503.4611242,0.390805038,0.220576307,472.80%,0.04,3.73,6.5
274,2017/6/12,2657.675063,2782.439844,2703.190208,2501.063165,2310.323991,1857.61061,-240.954937,-8.31%,242.97%,58.46%,512.139959,0.394362824,0.204350496,415.59%,0.01,3.16,0.84
275,2017/6/13,2748.185086,2795.470861,2725.432201,2525.65642,2342.71961,1883.659361,90.510023,3.41%,253.81%,59.39%,521.7867493,0.39844618,0.19325883,427.35%,-0.01,3.27,9.37
276,2017/6/14,2706,2771.172601,2744.414887,2541.596105,2373.586277,1909.253361,-42.185086,-1.54%,248.77%,60.21%,530.4273981,0.401774185,0.167504475,413.18%,-0.03,3.13,5.72
277,2017/6/15,2442.48025,2690.59408,2735.709912,2553.121275,2397.034553,1930.179242,-263.51975,-9.74%,209.68%,60.53%,535.3409317,0.402687442,0.122467791,346.44%,-0.04,2.46,-1.12
278,2017/6/16,2464.959814,2603.860043,2693.874523,2562.378266,2418.950378,1951.167991,22.479564,0.92%,212.65%,60.87%,540.3821096,0.403667397,0.076442107,349.37%,-0.03,2.49,3.68
279,2017/6/17,2477.94,2567.91303,2675.176437,2576.626226,2442.082378,1972.850824,12.980186,0.53%,214.19%,61.21%,545.365457,0.404568962,0.051525965,349.95%,-0.02,2.5,1.61
280,2017/6/18,2507.389252,2519.753863,2657.612362,2588.199153,2460.278003,1994.34181,29.449252,1.19%,216.15%,61.55%,550.4825003,0.405508463,0.024174447,351.21%,-0.02,2.51,0.63
281,2017/6/19,2617.210263,2501.995916,2636.584259,2604.558667,2479.088019,2017.267209,109.821011,4.38%,217.54%,61.89%,556.7193412,0.407080661,0.009240453,351.52%,-0.01,2.52,1.28
282,2017/6/20,2600,2533.499866,2612.046973,2620.261971,2498.793353,2039.990042,-17.210263,-0.66%,211.39%,62.18%,562.6724124,0.408503054,0.013889309,339.98%,0.01,2.4,-2.68
283,2017/6/21,2671.04325,2574.716553,2589.288298,2633.852,2518.139384,2063.485576,71.04325,2.73%,196.35%,62.33%,569.313334,0.410302668,0.022467847,315.01%,0.01,2.15,0.21
284,2017/6/22,2727.288013,2624.586156,2596.249593,2649.7199,2532.791975,2087.973908,56.244763,2.11%,205.88%,62.62%,576.7376593,0.412653127,0.03624229,328.80%,0.01,2.29,0.44
285,2017/6/23,2713.48,2665.804305,2592.779084,2659.105643,2548.030641,2112.517908,-13.808013,-0.51%,204.00%,62.86%,583.674874,0.414630554,0.046221447,324.52%,0,2.25,-0.44
286,2017/6/24,2589.164888,2660.19523,2581.095573,2662.75523,2554.762595,2134.347078,-124.315112,-4.58%,188.54%,62.97%,588.926612,0.41559401,0.041269054,299.40%,-0.01,1.99,-2.49
