index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,Credit_of_future_tendency,Risk_credit,Credit_to_SELL,DealDay
145,2017/2/3,1215.2,1209.28,1198.565,1201.8575,1195.79,1170.79,-6.75,-0.55%,-8.26%,4.71%,62.44492054,0.050940611,0.011281245,-175.19%,0,-2.75,(0.73),1
146,2017/2/4,1215.2,1213.76,1200.585,1203.1,1197.073333,1171.501667,0,0.00%,-8.26%,4.70%,62.2383029,0.050775057,0.013939553,-175.78%,0,-2.76,(0.74),0
147,2017/2/5,1215.2,1214.24,1203.135,1203.71,1198.385,1172.1275,0,0.00%,-8.26%,4.68%,62.03372037,0.050611102,0.013230306,-176.36%,0.01,-2.76,(0.73),0
148,2017/2/6,1226.75,1218.86,1207.325,1204.245,1200.081667,1173.055833,11.55,0.95%,-7.39%,4.67%,61.8252632,0.050440738,0.015647546,-158.27%,0,-2.58,(0.69),1
149,2017/2/7,1231,1220.67,1211.94,1205.0575,1201.92,1174.179167,4.25,0.35%,-7.07%,4.65%,61.6203432,0.050272103,0.01560004,-151.90%,0.01,-2.52,(0.67),1
150,2017/2/8,1242.1,1226.05,1217.665,1207.36,1204.04,1175.4875,11.1,0.90%,-6.23%,4.64%,61.43030298,0.050112631,0.018280124,-134.30%,0,-2.34,(0.62),1
151,2017/2/9,1236.8,1230.37,1222.065,1209.1725,1205.616667,1176.7075,-5.3,-0.43%,-6.63%,4.62%,61.23430141,0.049949803,0.020531678,-143.38%,0,-2.43,(0.65),1
152,2017/2/10,1228.3,1232.99,1223.615,1210.56,1207.275,1177.910833,-8.5,-0.69%,-7.27%,4.61%,61.03416339,0.049785915,0.021300035,-157.78%,0,-2.58,(0.69),1
153,2017/2/11,1228.3,1233.3,1226.08,1211.9475,1208.05,1179.073333,0,0.00%,-7.27%,4.59%,60.83597501,0.049623629,0.020901453,-158.29%,0,-2.58,(0.69),0
154,2017/2/12,1228.3,1232.76,1226.715,1212.72,1209.315,1180.174167,0,0.00%,-7.27%,4.58%,60.63970482,0.04946292,0.019387008,-158.81%,0,-2.59,(0.69),0
155,2017/2/13,1222.25,1228.79,1227.42,1212.9925,1210.378333,1181.7625,-6.05,-0.49%,-7.73%,4.56%,60.44576062,0.04930568,0.015211497,-169.33%,0,-2.69,(0.72),1
156,2017/2/14,1230.75,1227.58,1228.975,1214.78,1211.725,1183.415,8.5,0.70%,-7.09%,4.55%,60.25416622,0.049148167,0.013084652,-155.76%,0,-2.56,(0.68),1
157,2017/2/15,1224.4,1226.8,1229.895,1216.515,1212.438333,1184.961667,-6.35,-0.52%,-7.56%,4.53%,60.06331482,0.048992891,0.011845276,-166.82%,0,-2.67,(0.71),1
158,2017/2/16,1240.55,1229.25,1231.275,1219.3,1213.255,1186.7775,16.15,1.32%,-6.35%,4.52%,59.88524756,0.048843987,0.013183543,-140.35%,0,-2.4,(0.64),1
159,2017/2/17,1241.95,1231.98,1232.37,1222.155,1214.161667,1188.539167,1.4,0.11%,-6.24%,4.51%,59.71095991,0.048697887,0.014675421,-138.42%,0,-2.38,(0.63),1
160,2017/2/18,1241.95,1235.92,1232.355,1225.01,1215.691667,1190.476667,0,0.00%,-6.24%,4.49%,59.53817385,0.048553084,0.016639362,-138.82%,0,-2.39,(0.64),0
161,2017/2/19,1241.95,1238.16,1232.87,1227.4675,1217.071667,1192.281667,0,0.00%,-6.24%,4.48%,59.36686812,0.048409559,0.017327109,-139.22%,0,-2.39,(0.64),0
162,2017/2/20,1237.3,1240.74,1233.77,1228.6925,1218.296667,1194.0475,-4.65,-0.37%,-6.59%,4.47%,59.19066153,0.04826323,0.018421895,-147.49%,0,-2.47,(0.66),1
163,2017/2/21,1233.2,1239.27,1234.26,1230.17,1219.385,1195.745,-4.1,-0.33%,-6.90%,4.46%,59.01229146,0.048116166,0.016307401,-154.88%,0,-2.55,(0.68),1
164,2017/2/22,1236.65,1238.21,1235.095,1230.905,1220.178333,1197.5,3.45,0.28%,-6.64%,4.44%,58.83851582,0.047972059,0.014777894,-149.48%,0,-2.49,(0.66),1
165,2017/2/23,1247.9,1239.4,1237.66,1232.54,1221.215,1199.4425,11.25,0.91%,-5.79%,4.43%,58.68435636,0.047841346,0.014890908,-130.70%,0,-2.31,(0.61),1
166,2017/2/24,1253.65,1241.74,1239.95,1234.4625,1223.17,1201.480833,5.75,0.46%,-5.36%,4.42%,58.54547363,0.047721833,0.015181864,-121.19%,0,-2.21,(0.59),1
167,2017/2/25,1253.65,1245.01,1242.875,1236.385,1225.301667,1203.519167,0,0.00%,-5.36%,4.41%,58.40748017,0.047603152,0.016084474,-121.47%,0,-2.21,(0.59),0
168,2017/2/26,1253.65,1249.1,1244.185,1237.73,1227.595,1205.503333,0,0.00%,-5.36%,4.40%,58.27036839,0.047485292,0.017517992,-121.76%,0,-2.22,(0.59),0
169,2017/2/27,1257.2,1253.21,1245.71,1239.04,1230.006667,1207.358333,3.55,0.28%,-5.09%,4.39%,58.14423582,0.047375675,0.018864396,-115.92%,0,-2.16,(0.57),1
170,2017/2/28,1255.6,1254.75,1247.075,1239.715,1232.365,1209.186667,-1.6,-0.13%,-5.21%,4.38%,58.01411357,0.047263279,0.018164261,-118.94%,0,-2.19,(0.58),1
171,2017/3/1,1240.4,1252.1,1246.92,1239.895,1233.951667,1210.761667,-15.2,-1.21%,-6.36%,4.37%,57.85357831,0.047129606,0.014707491,-145.54%,0,-2.46,(0.66),1
172,2017/3/2,1238.1,1248.99,1247,1240.385,1234.795,1212.298333,-2.3,-0.19%,-6.53%,4.36%,57.6916813,0.046995383,0.011495835,-149.93%,0,-2.5,(0.67),1
173,2017/3/3,1226.5,1243.56,1246.33,1240.295,1235.556667,1213.641667,-11.6,-0.94%,-7.41%,4.34%,57.52572217,0.046860435,0.006477512,-170.53%,0,-2.71,(0.72),1
174,2017/3/4,1226.5,1237.42,1245.315,1240.205,1235.708333,1214.9,0,0.00%,-7.41%,4.33%,57.36118707,0.046726644,0.00138517,-171.02%,0,-2.71,(0.72),0
175,2017/3/5,1226.5,1231.6,1243.175,1240.4175,1236.085,1215.9375,0,0.00%,-7.41%,4.32%,57.19805576,0.046593991,-0.003628391,-171.51%,0,-2.72,(0.73),0
176,2017/3/6,1230.95,1229.71,1240.905,1240.4275,1236.61,1216.841667,4.45,0.36%,-7.07%,4.31%,57.03680831,0.046461918,-0.005579771,-164.19%,0,-2.64,(0.70),1
177,2017/3/7,1216.65,1225.42,1237.205,1240.04,1236.658333,1217.521667,-14.3,-1.16%,-8.15%,4.29%,56.88225868,0.046338346,-0.009087662,-189.78%,0,-2.9,(0.78),1
178,2017/3/8,1209.2,1221.96,1232.76,1238.4725,1236.073333,1218.0775,-7.45,-0.61%,-8.71%,4.28%,56.73961918,0.046226005,-0.011417877,-203.39%,0,-3.03,(0.81),1
179,2017/3/9,1206.55,1217.97,1227.695,1236.7025,1235.258333,1218.589167,-2.65,-0.22%,-8.91%,4.27%,56.60308919,0.046119134,-0.013995723,-208.56%,-0.01,-3.09,(0.83),1
180,2017/3/10,1202.65,1213.2,1222.4,1234.7375,1233.943333,1218.991667,-3.9,-0.32%,-9.21%,4.26%,56.47613083,0.046020802,-0.016810604,-215.93%,-0.01,-3.16,(0.85),1
181,2017/3/11,1202.65,1207.54,1218.625,1232.7725,1232.805,1219.210833,0,0.00%,-9.21%,4.23%,56.03569148,0.045686984,-0.020493914,-217.63%,0,-3.18,(0.85),0
182,2017/3/12,1202.65,1204.74,1215.08,1231.04,1231.95,1219.6125,0,0.00%,-9.14%,4.20%,55.58359639,0.04534329,-0.022086935,-217.85%,0,-3.18,(0.85),0
183,2017/3/13,1204.2,1203.74,1212.85,1229.59,1231.146667,1219.598333,1.55,0.13%,-8.89%,4.16%,55.12560216,0.044993896,-0.02226109,-213.73%,0,-3.14,(0.84),1
184,2017/3/14,1204.6,1203.35,1210.66,1227.9875,1230.356667,1219.835833,0.4,0.03%,-8.10%,4.13%,54.67384147,0.044648753,-0.021950275,-196.38%,0,-2.96,(0.79),1
185,2017/3/15,1198.8,1202.58,1207.89,1225.5325,1229.575,1219.976667,-5.8,-0.48%,-8.37%,4.10%,54.3266758,0.044387675,-0.02195474,-204.34%,0,-3.04,(0.81),1
186,2017/3/16,1229.35,1207.92,1207.73,1224.3175,1229.528333,1220.626667,30.55,2.55%,-6.04%,4.07%,53.96268059,0.044106001,-0.01757449,-148.29%,0,-2.48,(0.66),1
187,2017/3/17,1229.6,1213.31,1209.025,1223.115,1229.701667,1221.07,0.25,0.02%,-6.02%,4.05%,53.59282472,0.043819284,-0.013329791,-148.78%,0,-2.49,(0.67),1
188,2017/3/18,1229.6,1218.39,1211.065,1221.9125,1229.336667,1221.295833,0,0.00%,-6.48%,4.02%,53.21684161,0.043527352,-0.008904531,-161.36%,0,-2.61,(0.70),0
189,2017/3/19,1229.6,1223.39,1213.37,1220.5325,1228.925,1221.543333,0,0.00%,-6.41%,3.99%,52.77376905,0.043181588,-0.004503936,-160.78%,0.01,-2.61,(0.70),0
190,2017/3/20,1232.4,1230.11,1216.345,1219.3725,1228.606667,1222.149167,2.8,0.23%,-7.07%,3.95%,52.33573278,0.042838933,0.001223608,-178.74%,0,-2.79,(0.74),1
191,2017/3/21,1241.6,1232.56,1220.24,1219.4325,1228.595,1222.833333,9.2,0.75%,-7.28%,3.91%,51.77613853,0.042397084,0.003227264,-186.23%,0.01,-2.86,(0.76),1
192,2017/3/22,1249.05,1236.45,1224.88,1219.98,1228.986667,1223.641667,7.45,0.60%,-6.69%,3.85%,51.0688516,0.041834962,0.006072754,-173.66%,0,-2.74,(0.73),1
193,2017/3/23,1247.5,1240.03,1229.21,1221.03,1229.463333,1224.424167,-1.55,-0.12%,-6.81%,3.80%,50.34780193,0.041261309,0.008594536,-179.29%,0,-2.79,(0.74),1
194,2017/3/24,1247.5,1243.61,1233.5,1222.08,1229.825,1225.001667,0,0.00%,-6.81%,3.74%,49.61116313,0.040674402,0.011208912,-182.06%,0,-2.82,(0.75),1
195,2017/3/25,1247.5,1246.63,1238.37,1223.13,1229.811667,1225.513333,0,0.00%,-6.94%,3.68%,48.85823007,0.040073644,0.013675536,-188.49%,0,-2.88,(0.77),0
196,2017/3/26,1247.5,1247.81,1240.185,1223.9575,1229.606667,1226.388333,0,0.00%,-5.99%,3.62%,48.06253946,0.039437637,0.014804192,-165.50%,0,-2.65,(0.71),0
197,2017/3/27,1257.55,1249.51,1242.98,1226.0025,1229.736667,1227.519167,10.05,0.81%,-4.91%,3.58%,47.46995527,0.038963661,0.016079323,-137.34%,0,-2.37,(0.63),1
198,2017/3/28,1257.25,1251.46,1245.745,1228.405,1229.856667,1228.725833,-0.3,-0.02%,-4.62%,3.54%,46.92197007,0.03852527,0.017565733,-130.53%,0,-2.31,(0.62),1
199,2017/3/29,1251.1,1252.18,1247.895,1230.6325,1229.653333,1229.83,-6.15,-0.49%,-5.40%,3.50%,46.39173858,0.038101504,0.018319526,-154.37%,0,-2.54,(0.68),1
200,2017/3/30,1248.8,1252.44,1249.535,1232.94,1229.426667,1230.895833,-2.3,-0.18%,-5.57%,3.45%,45.78860283,0.037618729,0.018718752,-161.42%,0,-2.61,(0.70),1
201,2017/3/31,1244.85,1251.91,1249.86,1235.05,1229.575,1231.763333,-3.95,-0.32%,-5.87%,3.41%,45.1592179,0.037114724,0.018164813,-172.41%,0,-2.72,(0.73),1
202,2017/4/1,1244.85,1249.37,1249.44,1237.16,1229.8,1232.2975,0,0.00%,-5.21%,3.36%,44.51680224,0.036599651,0.015913157,-155.10%,0,-2.55,(0.68),0
203,2017/4/2,1244.85,1246.89,1249.175,1239.1925,1230.411667,1232.984167,0,0.00%,-3.00%,3.34%,43.97881239,0.036168586,0.013392537,-89.75%,0,-1.9,(0.51),0
204,2017/4/3,1247.25,1246.12,1249.15,1241.325,1231.103333,1233.405833,2.4,0.19%,-1.74%,3.35%,43.75435799,0.035989888,0.01219773,-52.07%,0,-1.52,(0.40),1
205,2017/4/4,1257.65,1247.89,1250.165,1244.2675,1232.141667,1234.113333,10.4,0.83%,0.25%,3.40%,43.68335543,0.035933404,0.012781268,7.39%,0,-0.93,(0.25),1
206,2017/4/5,1245.8,1248.08,1249.995,1245.09,1232.636667,1234.623333,-11.85,-0.94%,-1.03%,3.43%,43.64537891,0.035903584,0.012528699,-29.99%,0,-1.3,(0.35),1
207,2017/4/6,1252.5,1249.61,1249.49,1246.235,1233.831667,1235.245,6.7,0.54%,-0.50%,3.47%,43.6137093,0.035878551,0.012788076,-14.31%,0,-1.14,(0.30),1
208,2017/4/7,1266.45,1253.93,1250.41,1248.0775,1235.74,1235.906667,13.95,1.11%,0.61%,3.52%,43.65951598,0.035914977,0.014719925,17.37%,0,-0.83,(0.22),1
209,2017/4/8,1266.45,1257.77,1251.945,1249.92,1237.736667,1236.4975,0,0.00%,0.55%,3.57%,43.70523324,0.035951327,0.016185457,15.45%,0,-0.85,(0.23),0
210,2017/4/9,1266.45,1259.53,1253.71,1251.6225,1239.863333,1236.903333,0,0.00%,1.04%,3.63%,43.74675012,0.035984341,0.015861963,28.60%,0,-0.71,(0.19),0
211,2017/4/10,1250.05,1260.38,1254.23,1252.045,1241.443333,1237.124167,-16.4,-1.29%,-0.51%,3.66%,43.73127074,0.035972164,0.01525375,-14.01%,0,-1.14,(0.31),1
212,2017/4/11,1252.9,1260.46,1255.035,1252.2375,1243.118333,1237.534167,2.85,0.23%,-0.65%,3.70%,43.71352382,0.035958154,0.013950133,-17.48%,0,-1.17,(0.31),1
213,2017/4/12,1274.3,1262.03,1257.98,1253.5775,1245.455,1238.300833,21.4,1.71%,1.80%,3.76%,43.80045298,0.036027492,0.013308389,47.90%,0,-0.52,(0.13),1
214,2017/4/13,1284.15,1265.57,1261.67,1255.41,1248.106667,1239.231667,9.85,0.77%,2.59%,3.84%,44.01290173,0.036196909,0.01399186,67.47%,0,-0.33,(0.09),1
215,2017/4/14,1284.15,1269.11,1264.32,1257.2425,1250.951667,1240.263333,0,0.00%,2.59%,3.91%,44.22360535,0.036364842,0.014515615,66.20%,0,-0.34,(0.09),0
216,2017/4/15,1284.15,1275.93,1268.155,1259.075,1252.778333,1241.153333,0,0.00%,2.34%,3.98%,44.43258866,0.03653131,0.018480258,58.79%,0,-0.41,(0.11),0
217,2017/4/16,1284.15,1282.18,1271.32,1260.405,1254.596667,1242.149167,0,0.00%,2.06%,4.04%,44.62597601,0.036685417,0.021985817,51.04%,0,-0.49,(0.13),0
218,2017/4/17,1284.15,1284.15,1273.09,1261.75,1256.415,1242.875833,0,0.00%,1.19%,4.09%,44.801217,0.036825137,0.022074713,29.10%,0,-0.71,(0.19),0
219,2017/4/18,1278.95,1283.11,1274.34,1263.1425,1258.06,1243.4925,-5.2,-0.40%,0.57%,4.13%,44.87121454,0.036881014,0.01991161,13.91%,0,-0.86,(0.23),1
220,2017/4/19,1279.05,1282.09,1275.6,1264.655,1259.615,1244.110833,0.1,0.01%,1.03%,4.17%,44.9246498,0.036923693,0.017842754,24.63%,0,-0.75,(0.20),1
221,2017/4/20,1282.1,1281.68,1278.805,1266.5175,1260.965,1244.78,3.05,0.24%,1.27%,4.21%,45.0376909,0.037013905,0.016427895,30.08%,0,-0.7,(0.18),1
222,2017/4/21,1281.85,1281.22,1281.7,1268.3675,1262.058333,1245.5225,-0.25,-0.02%,1.25%,4.26%,45.14828299,0.037102132,0.015182869,29.31%,0,-0.71,(0.19),1
223,2017/4/22,1281.85,1280.76,1282.455,1270.2175,1263.203333,1246.333333,0,0.00%,1.29%,4.30%,45.25843648,0.037189987,0.013898528,29.93%,0,-0.7,(0.19),0
224,2017/4/23,1281.85,1281.34,1282.225,1271.9475,1264.348333,1247.086667,0,0.00%,0.98%,4.34%,45.37112336,0.037279826,0.013439071,22.58%,0,-0.77,(0.20),0
225,2017/4/24,1269.4,1279.41,1280.75,1272.535,1265.078333,1247.445,-12.45,-0.97%,-0.09%,4.37%,45.37112336,0.037279826,0.011328679,-1.98%,0,-1.02,(0.27),1
226,2017/4/25,1267.8,1276.55,1279.115,1273.635,1265.755,1247.680833,-1.6,-0.13%,0.12%,4.40%,45.35398568,0.037266201,0.008528507,2.78%,0,-0.97,(0.26),1
227,2017/4/26,1261.85,1272.55,1276.885,1274.1025,1265.898333,1247.8175,-5.95,-0.47%,-0.88%,4.42%,45.32876837,0.037246224,0.005254503,-19.81%,0,-1.2,(0.32),1
228,2017/4/27,1262.8,1268.74,1274.75,1273.92,1266.083333,1247.97,0.95,0.08%,-0.80%,4.44%,45.26541299,0.037195888,0.002098335,-18.04%,0,-1.18,(0.31),1
229,2017/4/28,1266.45,1265.66,1273.5,1273.92,1266.595,1248.124167,3.65,0.29%,-0.51%,4.46%,45.22318473,0.037162293,-0.0007382,-11.53%,0,-1.12,(0.30),1
230,2017/4/29,1266.45,1265.07,1272.24,1273.92,1267.183333,1248.305,0,0.00%,-0.44%,4.49%,45.18088801,0.03712864,-0.001667741,-9.73%,0,-1.1,(0.29),0
231,2017/4/30,1266.45,1264.8,1270.675,1274.74,1267.903333,1248.739167,0,0.00%,-1.71%,4.50%,45.14533469,0.037100358,-0.00244761,-37.96%,0,-1.38,(0.37),0
232,2017/5/1,1266.45,1265.72,1269.135,1275.4175,1268.623333,1249.211667,0,0.00%,-2.86%,4.50%,44.9817011,0.036969577,-0.00228857,-63.61%,0,-1.64,(0.44),0
233,2017/5/2,1255.45,1264.25,1266.495,1274.475,1268.976667,1249.694167,-11,-0.87%,-3.50%,4.49%,44.6063245,0.036669104,-0.003724786,-78.05%,0,-1.78,(0.48),1
234,2017/5/3,1250.3,1261.02,1263.34,1272.7825,1269.078333,1250.090833,-5.15,-0.41%,-4.03%,4.47%,44.23215551,0.03636989,-0.006349753,-90.08%,-0.01,-1.9,(0.51),1
235,2017/5/4,1228.45,1253.42,1259.245,1269.9975,1268.105,1250.123333,-21.85,-1.75%,-5.71%,4.45%,43.7685899,0.036000882,-0.011580271,-128.11%,0,-2.28,(0.61),1
236,2017/5/5,1228.05,1245.74,1255.27,1267.1925,1267.513333,1250.075,-0.4,-0.03%,-5.74%,4.44%,43.29550633,0.035623859,-0.017177992,-129.36%,0,-2.29,(0.61),1
237,2017/5/6,1228.05,1238.06,1251.89,1264.3875,1266.698333,1250.265,0,0.00%,-4.29%,4.42%,42.81321249,0.035238999,-0.022608645,-96.97%,0,-1.97,(0.53),0
238,2017/5/7,1228.05,1232.58,1248.415,1261.5825,1265.418333,1250.579167,0,0.00%,-4.23%,4.42%,42.52290846,0.035008809,-0.025950575,-95.90%,0,-1.96,(0.53),0
239,2017/5/8,1229.8,1228.48,1244.75,1259.125,1264.196667,1250.966667,1.75,0.14%,-4.03%,4.41%,42.23802203,0.034782578,-0.028252461,-91.28%,0,-1.91,(0.51),1
240,2017/5/9,1220.4,1226.87,1240.145,1256.1925,1262.661667,1251.2625,-9.4,-0.76%,-3.72%,4.41%,41.94397577,0.034550023,-0.028346205,-84.28%,0,-1.84,(0.50),1
241,2017/5/10,1222.95,1225.85,1235.795,1253.235,1261.758333,1251.600833,2.55,0.21%,-1.09%,4.43%,41.75965849,0.034405173,-0.028458963,-24.66%,0,-1.25,(0.34),1
242,2017/5/11,1223.15,1224.87,1231.465,1250.3,1260.766667,1251.9425,0.2,0.02%,-1.08%,4.45%,41.73136197,0.034383941,-0.028472094,-24.15%,-0.01,-1.24,(0.34),1
243,2017/5/12,1231.25,1225.51,1229.045,1247.77,1259.331667,1252.393333,8.1,0.66%,-0.42%,4.48%,41.71746927,0.034373308,-0.026856838,-9.38%,0,-1.09,(0.29),1
244,2017/5/13,1231.25,1225.8,1227.14,1245.24,1257.568333,1252.8375,0,0.00%,1.45%,4.53%,41.70355215,0.034362654,-0.025261715,32.10%,0,-0.68,(0.18),0
245,2017/5/14,1231.25,1227.97,1227.42,1243.3325,1255.805,1253.378333,0,0.00%,0.35%,4.57%,41.72399788,0.034376739,-0.022165065,7.68%,0,-0.92,(0.25),0
246,2017/5/15,1233.3,1230.04,1227.945,1241.6075,1254.11,1253.444167,2.05,0.17%,0.33%,4.60%,41.7377683,0.034387091,-0.019192894,7.25%,0,-0.93,(0.25),1
247,2017/5/16,1234.2,1232.25,1228.56,1240.225,1252.445,1253.520833,0.9,0.07%,0.61%,4.64%,41.74962934,0.03439608,-0.016124461,13.09%,0,-0.87,(0.23),1
248,2017/5/17,1257.4,1237.48,1231.495,1239.955,1251.553333,1253.984167,23.2,1.88%,3.83%,4.71%,41.86385264,0.034485374,-0.011244693,81.35%,0,-0.19,(0.05),1
249,2017/5/18,1255.9,1242.41,1234.105,1239.4275,1250.785,1254.4225,-1.5,-0.12%,3.71%,4.78%,41.97845173,0.03457271,-0.006695795,77.62%,0,-0.22,(0.06),1
250,2017/5/19,1252,1246.56,1237.265,1238.705,1249.883333,1254.749167,-3.9,-0.31%,3.39%,4.84%,42.071049,0.034642509,-0.002658915,69.98%,0,-0.3,(0.08),1
251,2017/5/20,1252,1250.3,1240.17,1237.9825,1248.88,1254.9225,0,0.00%,3.11%,4.89%,42.16222593,0.034711112,0.001137019,63.51%,0.01,-0.36,(0.09),0
252,2017/5/21,1252,1253.86,1243.055,1237.26,1247.885,1254.971667,0,0.00%,3.28%,4.95%,42.25294931,0.03477983,0.004788101,66.21%,0,-0.34,(0.09),0
253,2017/5/22,1258.85,1254.15,1245.815,1237.43,1247.118333,1255.160833,6.85,0.55%,6.20%,5.05%,42.37799273,0.034875367,0.005638332,122.91%,0.01,0.23,0.06 ,1
254,2017/5/23,1260.2,1255.01,1248.71,1237.925,1246.396667,1255.3725,1.35,0.11%,6.25%,5.13%,42.45054618,0.03492319,0.006910588,121.79%,0,0.22,0.06 ,1
255,2017/5/24,1252.55,1255.12,1250.84,1239.13,1245.835,1255.456667,-7.65,-0.61%,5.46%,5.20%,42.48167837,0.03493825,0.007452833,104.99%,0,0.05,0.01 ,1
256,2017/5/25,1256.95,1256.11,1253.205,1240.575,1245.473333,1255.614167,4.4,0.35%,5.83%,5.27%,42.53771593,0.034973332,0.00854026,110.54%,0,0.11,0.03 ,1
257,2017/5/26,1265.05,1258.72,1256.29,1242.425,1245.58,1255.739167,8.1,0.64%,6.51%,5.36%,42.63677068,0.03504246,0.010549302,121.61%,0,0.22,0.06 ,1
258,2017/5/27,1265.05,1259.96,1257.055,1244.275,1245.655,1255.869167,0,0.00%,6.58%,5.43%,42.73132221,0.035107839,0.011483918,121.01%,0,0.21,0.06 ,0
259,2017/5/28,1265.05,1260.93,1257.97,1246.0375,1245.608333,1256.101667,0,0.00%,6.62%,5.51%,42.8186706,0.035167145,0.012300549,120.07%,0,0.2,0.05 ,0
260,2017/5/29,1265.05,1263.43,1259.275,1248.27,1245.561667,1256.3725,0,0.00%,7.38%,5.59%,42.89969707,0.035221147,0.014345603,131.96%,0,0.32,0.09 ,0
261,2017/5/30,1262.7,1264.58,1260.345,1250.2575,1245.436667,1256.67,-2.35,-0.19%,8.68%,5.69%,42.92318768,0.035226915,0.01537078,152.60%,0,0.53,0.14 ,1
262,2017/5/31,1266.2,1264.81,1261.765,1252.41,1245.428333,1257.025833,3.5,0.28%,7.90%,5.76%,42.85947101,0.035157988,0.01556225,137.08%,0,0.37,0.10 ,1
263,2017/6/1,1264.85,1264.77,1262.365,1254.09,1245.741667,1257.359167,-1.35,-0.11%,7.78%,5.84%,42.85792909,0.035142174,0.015274702,133.36%,0,0.33,0.09 ,1
264,2017/6/2,1274.95,1266.75,1263.84,1256.275,1246.563333,1257.820833,10.1,0.80%,8.65%,5.92%,42.91525705,0.035173016,0.016193856,146.02%,0,0.46,0.13 ,1
265,2017/6/3,1274.95,1268.73,1266.08,1258.46,1248.113333,1258.109167,0,0.00%,9.70%,6.01%,42.96519726,0.035197777,0.016518265,161.30%,0,0.61,0.16 ,0
266,2017/6/4,1274.95,1271.18,1267.88,1260.5425,1249.676667,1258.595,0,0.00%,8.74%,6.09%,42.93015844,0.035151135,0.017207118,143.54%,0,0.44,0.12 ,0
267,2017/6/5,1279.95,1273.93,1269.37,1262.83,1251.406667,1259.0525,5,0.39%,8.69%,6.16%,42.9940796,0.03518637,0.017998412,140.99%,0,0.41,0.11 ,1
268,2017/6/6,1293.5,1279.66,1272.215,1264.635,1253.588333,1259.503333,13.55,1.06%,10.46%,6.26%,43.19249964,0.03533025,0.02079763,167.11%,0,0.67,0.18 ,1
269,2017/6/7,1291,1282.87,1274.81,1266.39,1255.628333,1259.9125,-2.5,-0.19%,10.95%,6.35%,43.31748382,0.035413287,0.021695645,172.32%,0,0.72,0.19 ,1
270,2017/6/8,1273.1,1282.5,1275.615,1267.445,1257.385,1260.023333,-17.9,-1.39%,9.41%,6.42%,43.2454836,0.035336948,0.019973994,146.51%,0,0.47,0.12 ,1
271,2017/6/9,1266.55,1280.82,1276,1268.1725,1258.838333,1260.298333,-6.55,-0.51%,8.85%,6.48%,43.12677777,0.03522358,0.017461866,136.48%,0,0.36,0.10 ,1
272,2017/6/10,1266.55,1278.14,1276.035,1268.9,1260.285,1260.525833,0,0.00%,9.55%,6.55%,43.00022137,0.035103908,0.01416743,145.90%,0,0.46,0.12 ,0
273,2017/6/11,1266.55,1272.75,1276.205,1269.285,1261.461667,1260.396667,0,0.00%,9.32%,6.60%,42.80220712,0.034924857,0.008948614,141.15%,0,0.41,0.11 ,0
274,2017/6/12,1266.4,1267.83,1275.35,1269.595,1262.633333,1260.100833,-0.15,-0.01%,8.96%,6.65%,42.61561451,0.034755707,0.004115737,134.66%,0,0.35,0.09 ,1
275,2017/6/13,1262,1265.61,1274.055,1270.0675,1263.658333,1259.731667,-4.4,-0.35%,11.98%,6.74%,42.43031268,0.034589036,0.001544458,177.76%,0,0.78,0.21 ,1
276,2017/6/14,1275.5,1267.4,1274.11,1270.995,1265.065,1259.5875,13.5,1.07%,12.72%,6.81%,41.92666195,0.03415561,0.001845755,186.61%,0,0.87,0.23 ,1
277,2017/6/15,1254.55,1265,1271.57,1270.47,1265.743333,1259.094167,-20.95,-1.64%,10.87%,6.86%,41.35926877,0.033674747,-0.00058727,158.32%,0,0.58,0.15 ,1
278,2017/6/16,1255.4,1262.77,1267.76,1269.9875,1265.676667,1258.615,0.85,0.07%,10.94%,6.91%,40.77567275,0.033181105,-0.002296532,158.36%,0,0.58,0.15 ,1
279,2017/6/17,1255.4,1260.57,1264.2,1269.505,1265.66,1258.2225,0,0.00%,10.49%,6.95%,40.17195803,0.032671649,-0.004021617,150.97%,-0.01,0.51,0.13 ,0
280,2017/6/18,1255.4,1259.25,1262.43,1269.0225,1265.773333,1257.828333,0,0.00%,11.52%,7.00%,39.6097202,0.032197146,-0.005153635,164.71%,0,0.65,0.17 ,0
281,2017/6/19,1248.15,1253.78,1260.59,1268.295,1265.645,1257.2625,-7.25,-0.58%,10.10%,7.02%,38.85725469,0.031568137,-0.009374667,143.91%,0,0.44,0.12 ,1
282,2017/6/20,1242.2,1251.31,1258.155,1267.095,1265.318333,1256.601667,-5.95,-0.48%,9.80%,7.04%,38.18349108,0.031005656,-0.011070995,139.15%,0,0.39,0.10 ,1
283,2017/6/21,1242.5,1248.73,1255.75,1265.9775,1264.773333,1255.945833,0.3,0.02%,9.82%,7.06%,37.45470448,0.03039871,-0.01268475,139.16%,0,0.39,0.10 ,1
284,2017/6/22,1250.8,1247.81,1254.19,1264.77,1264.46,1255.428333,8.3,0.67%,10.56%,7.08%,36.71854035,0.029785277,-0.013167676,149.05%,0,0.49,0.13 ,1
