index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,Standard Dev,Coefficient of Variation,Bias(5:30),Danger
222,2017/4/21,1236.63,1205.83,1201.05,1172.41,1120.6,1147.72,-5.056325,-0.41%,210.0749294,0.238082116,-0.076057469,
223,2017/4/22,1261.311225,1215.77,1202.05,1179.89,1124.72,1150.81,24.681225,2.00%,211.122421,0.238811393,-0.080953482,
224,2017/4/23,1257.988113,1226.91,1206.27,1188,1132.14,1153.11,-3.323112,-0.26%,212.1161531,0.239485249,-0.083708729,
225,2017/4/24,1240.84,1243.11,1214.07,1196.9,1142.68,1155.35,-17.148113,-1.36%,212.9547542,0.240006261,-0.087889873,
226,2017/4/25,1279.414688,1247.69,1219.63,1201.86,1153.11,1157.2,38.574688,3.11%,214.0661935,0.2407901,-0.082021663,
227,2017/4/26,1309.109875,1255.24,1230.53,1209.18,1163.86,1158.94,29.695187,2.32%,215.3926354,0.241781034,-0.078514598,
228,2017/4/27,1288.02,1269.73,1242.75,1217.96,1172.92,1161.58,-21.089875,-1.61%,216.511421,0.242564659,-0.082537598,
229,2017/4/28,1331.294429,1275.07,1250.99,1222.84,1181.16,1163.88,43.274429,3.36%,217.9599112,0.243666752,-0.079506587,
230,2017/4/29,1334.979038,1289.74,1266.42,1230.34,1190.85,1166.22,3.684609,0.28%,219.401805,0.24475695,-0.083041525,
231,2017/4/30,1333,1308.56,1278.13,1237.89,1200.75,1168.68,-1.979038,-0.15%,220.7888882,0.245788337,-0.089785551,
232,2017/5/1,1417.172813,1319.28,1287.26,1244.15,1210.69,1171.05,84.172813,6.31%,222.9105102,0.247536512,-0.089692655,
233,2017/5/2,1452.076288,1340.89,1305.31,1253.68,1221.7,1173.67,34.903475,2.46%,225.3248205,0.249564309,-0.097560776,
234,2017/5/3,1447.55,1373.7,1324.39,1265.33,1233.46,1176.46,-4.526288,-0.31%,227.6231407,0.251464336,-0.113696431,
235,2017/5/4,1508.292125,1396.96,1343.35,1278.71,1245.72,1179.13,60.742125,4.20%,230.4939372,0.25391896,-0.1214077,
236,2017/5/5,1533.335071,1431.62,1370.09,1294.86,1257.94,1183.09,25.042946,1.66%,233.554353,0.256544405,-0.138066998,
237,2017/5/6,1518.75,1471.69,1395.48,1313.01,1271.28,1187.39,-14.585071,-0.95%,236.3619728,0.258901459,-0.157644264,
238,2017/5/7,1535.868429,1492,1416.45,1329.6,1284.12,1191.38,17.118429,1.13%,239.2697722,0.261340437,-0.161885182,
239,2017/5/8,1640.619225,1508.76,1441.23,1346.11,1295.64,1197.69,104.750796,6.82%,243.2958859,0.264863927,-0.164490136,
240,2017/5/9,1651.1,1547.37,1472.16,1369.29,1310.95,1205.16,10.480775,0.64%,247.3147719,0.268351111,-0.1803425,
241,2017/5/10,1762.88625,1575.93,1503.78,1390.95,1326.52,1212.81,111.78625,6.77%,252.6347994,0.273093533,-0.188018273,
242,2017/5/11,1820.990563,1621.84,1546.77,1417.01,1345.02,1222.53,58.104313,3.30%,258.5559295,0.278384685,-0.205811066,
243,2017/5/12,1829,1682.29,1587.15,1446.23,1364.84,1232.43,8.009437,0.44%,264.3575797,0.283505069,-0.232591366,
244,2017/5/13,1771.920013,1740.92,1624.84,1474.61,1385.17,1242.45,-57.079987,-3.12%,269.1918147,0.287632534,-0.256827682,
245,2017/5/14,1776.3165,1767.18,1657.28,1500.31,1404.9,1251.22,4.396487,0.25%,273.9146066,0.291614343,-0.257868887,
246,2017/5/15,1780,1792.22,1684.08,1527.08,1424.6,1259.87,3.6835,0.21%,278.5233905,0.295450354,-0.258051383,
247,2017/5/16,1739.031975,1795.65,1708.75,1552.11,1444.92,1268.59,-40.968025,-2.30%,282.5051308,0.298656817,-0.242733162,
248,2017/5/17,1807.485063,1779.25,1730.77,1573.61,1463.32,1279.39,68.453088,3.94%,287.1546052,0.302465718,-0.215899461,
249,2017/5/18,1783.98,1774.95,1757.93,1599.58,1483.39,1293.64,-23.505063,-1.30%,291.3812391,0.30584225,-0.196549795,
250,2017/5/19,1961.520488,1777.36,1772.27,1622.22,1503.62,1307.25,177.540488,9.95%,297.6627798,0.311123034,-0.182053976,
251,2017/5/20,2052.909788,1814.4,1803.31,1653.54,1528.41,1322.45,91.3893,4.66%,304.9604012,0.317307982,-0.187116023,
252,2017/5/21,2008.84,1868.99,1832.32,1689.54,1555.45,1338.02,-44.069788,-2.15%,311.3762748,0.322593574,-0.201575107,
253,2017/5/22,2090.662313,1922.95,1851.1,1719.12,1581.19,1352.96,81.822313,4.07%,318.6541456,0.328625087,-0.216141008,
254,2017/5/23,2287.710288,1979.58,1877.27,1751.05,1608.83,1370.49,197.047975,9.43%,328.5244815,0.337007831,-0.230446971,
255,2017/5/24,2256.32,2080.33,1928.85,1793.06,1643.16,1392.92,-31.390288,-1.37%,337.4857269,0.344431789,-0.266054432,
256,2017/5/25,2387.206286,2139.29,1976.85,1830.46,1677.01,1415.06,130.886286,5.80%,348.0379997,0.353227107,-0.275657271,
257,2017/5/26,2211.976857,2206.15,2037.57,1873.16,1713.93,1438.9,-175.229429,-7.34%,355.627005,0.359195992,-0.287187925,
258,2017/5/27,2279.82,2246.78,2084.86,1907.82,1744.03,1458.48,67.843143,3.07%,363.8408059,0.365653089,-0.288269124,
259,2017/5/28,2192.9808,2284.61,2132.09,1945.01,1777.09,1479.12,-86.8392,-3.81%,370.6334911,0.370762828,-0.285590488,
260,2017/5/29,2275.9307,2265.66,2172.99,1972.63,1805.81,1498.33,82.9499,3.78%,378.2326138,0.376522779,-0.254650268,
261,2017/5/30,2290.02,2269.58,2204.44,2003.87,1837.18,1518.96,14.0893,0.62%,385.7420004,0.3821318,-0.235360716,
262,2017/5/31,2285.933914,2250.15,2228.15,2030.23,1869.08,1539.88,-4.086086,-0.18%,392.9415605,0.3874013,-0.203881054,
263,2017/6/1,2399.242671,2264.94,2255.86,2053.48,1898.03,1559.87,113.308757,4.96%,401.3179292,0.393623735,-0.193310959,
264,2017/6/2,2409.93,2288.82,2286.71,2081.99,1929.61,1581.54,10.687329,0.45%,409.5311396,0.399622965,-0.186156788,
265,2017/6/3,2525.765158,2332.21,2298.94,2113.89,1961.69,1603.7,115.835158,4.81%,418.9546618,0.406579774,-0.188877957,
266,2017/6/4,2516.173143,2382.18,2325.88,2151.36,1995.6,1626.77,-9.592015,-0.38%,427.9043351,0.413034629,-0.193716176,
267,2017/6/5,2529.53,2427.41,2338.78,2188.17,2028.36,1649.82,13.356857,0.53%,436.7048054,0.419273919,-0.196735294,
268,2017/6/6,2883.313697,2476.13,2370.53,2227.7,2062.06,1673.09,353.783697,13.99%,450.0721413,0.429285863,-0.20080405,
269,2017/6/7,2664.920863,2572.94,2430.88,2281.49,2106.97,1701.3,-218.392834,-7.57%,459.8444257,0.436116365,-0.221156447,
270,2017/6/8,2683.03,2623.94,2478.08,2325.54,2141.11,1726.03,18.109137,0.68%,469.4975928,0.442747951,-0.225504528,
271,2017/6/9,2827.4913,2655.39,2518.79,2361.61,2175.51,1751.02,144.4613,5.38%,480.6821734,0.450535109,-0.22058276,
272,2017/6/10,2845.372857,2717.66,2572.53,2400.34,2211,1778.01,17.881557,0.63%,491.6831604,0.458049327,-0.229154229,
273,2017/6/11,2898.63,2780.83,2628.48,2442.17,2245.14,1804.99,53.257143,1.87%,502.9750496,0.465678949,-0.23859982,
274,2017/6/12,2657.675063,2783.89,2678.42,2482.56,2280.8,1832.98,-240.954937,-8.31%,510.9609988,0.470573378,-0.220576114,
275,2017/6/13,2748.185086,2782.44,2703.19,2501.06,2310.32,1857.61,90.510023,3.41%,519.7223969,0.476001889,-0.204352644,
276,2017/6/14,2706,2795.47,2725.43,2525.66,2342.72,1883.66,-42.185086,-1.54%,527.7389069,0.480778089,-0.193258264,
277,2017/6/15,2442.48025,2771.17,2744.41,2541.6,2373.59,1909.25,-263.51975,-9.74%,532.9057215,0.483355007,-0.167501548,
278,2017/6/16,2464.959814,2690.59,2735.71,2553.12,2397.03,1930.18,22.479564,0.92%,538.144996,0.485954704,-0.122468221,
279,2017/6/17,2477.94,2603.86,2693.87,2562.38,2418.95,1951.17,12.980186,0.53%,543.3694107,0.488513174,-0.076442258,
280,2017/6/18,2507.389252,2567.91,2675.18,2576.63,2442.08,1972.85,29.449252,1.19%,548.7269576,0.491137635,-0.051525749,
281,2017/6/19,2617.210263,2519.75,2657.61,2588.2,2460.28,1994.34,109.821011,4.38%,554.9625876,0.49436528,-0.024172045,
282,2017/6/20,2600,2502,2636.58,2604.56,2479.09,2017.27,-17.210263,-0.66%,560.8751626,0.497319449,-0.009241294,
283,2017/6/21,2671.04325,2533.5,2612.05,2620.26,2498.79,2039.99,71.04325,2.73%,567.3003549,0.500604548,-0.013890723,
284,2017/6/22,2727.288013,2574.72,2589.29,2633.85,2518.14,2063.49,56.244763,2.11%,574.0949739,0.504112243,-0.022468965,
285,2017/6/23,2713.48,2624.59,2596.25,2649.72,2532.79,2087.97,-13.808013,-0.51%,580.579072,0.507353059,-0.036244616,
286,2017/6/24,2589.164888,2665.8,2592.78,2659.11,2548.03,2112.52,-124.315112,-4.58%,585.7865984,0.509661618,-0.046220021,
287,2017/6/25,2512.366286,2660.2,2581.1,2662.76,2554.76,2134.35,-76.798602,-2.97%,590.2395044,0.511429977,-0.041271979,
288,2017/6/26,2502.03,2642.67,2588.08,2661.9,2564.78,2154.4,-10.336286,-0.41%,594.5102014,0.513056993,-0.030369076,
289,2017/6/27,2517.903114,2608.87,2591.79,2642.83,2572.18,2174.63,15.873114,0.63%,598.8084327,0.514684645,-0.014264165,
290,2017/6/28,2585.349186,2566.99,2595.79,2635.48,2583.01,2194.41,67.446072,2.68%,603.5422461,0.516583872,0.006202067,
291,2017/6/29,2558.3,2541.36,2603.58,2630.6,2593.33,2215.25,-27.049186,-1.05%,607.9552358,0.518249526,0.020039872,
292,2017/6/30,2477.641375,2535.19,2597.69,2617.14,2602.27,2235.67,-80.658625,-3.15%,611.6670848,0.519442179,0.025777494,
293,2017/7/1,2501.191343,2528.24,2585.46,2598.75,2608.66,2253.35,23.549968,0.95%,615.4698112,0.520680789,0.030828088,
294,2017/7/2,2421.26,2528.08,2568.47,2578.88,2612.06,2270.83,-79.931343,-3.20%,618.6331248,0.521503618,0.032150869,
295,2017/7/3,2561.225429,2508.75,2537.87,2567.06,2612.44,2287.06,139.965429,5.78%,622.7194107,0.522900722,0.039690864,
296,2017/7/4,2599.729838,2503.92,2522.64,2557.71,2613.62,2304.61,38.504409,1.50%,627.0041445,0.524409812,0.041972437,
297,2017/7/5,2598.89,2512.21,2523.7,2552.4,2616.4,2322.38,-0.839838,-0.03%,631.1897943,0.525839613,0.039821893,
298,2017/7/6,2609.96775,2536.46,2532.35,2560.22,2618.72,2340.39,11.07775,0.43%,635.3671995,0.527248969,0.031412293,
299,2017/7/7,2491.201214,2558.21,2543.15,2567.47,2609.6,2358.29,-118.766536,-4.55%,638.6245497,0.528073349,0.019692673,
300,2017/7/8,2502.86,2572.2,2540.48,2568.13,2603.81,2372.46,11.658786,0.47%,641.8929872,0.528896576,0.012139903,
301,2017/7/9,2536.238938,2560.53,2532.23,2567.91,2597.81,2386.66,33.378938,1.33%,645.318007,0.529806856,0.014350549,
302,2017/7/10,2366.170143,2547.83,2530.02,2563.86,2588.1,2399.55,-170.068795,-6.71%,647.6088445,0.530038694,0.015559677,
303,2017/7/11,2327.09,2501.29,2518.87,2552.17,2572.13,2408.64,-39.080143,-1.65%,649.6329231,0.53011783,0.027541376,
304,2017/7/12,2385.748571,2444.71,2501.46,2534.97,2553.07,2416.94,58.658571,2.52%,651.9500402,0.530362216,0.04244302,
305,2017/7/13,2354.783417,2423.62,2497.91,2517.89,2544.01,2427.17,-30.965154,-1.30%,654.0460464,0.530480006,0.047322927,
306,2017/7/14,2338.49,2394.01,2477.27,2499.96,2530.9,2436.81,-16.293417,-0.69%,656.0115462,0.53052461,0.054087479,
307,2017/7/15,2058.9956,2354.46,2451.14,2487.42,2518.65,2446.12,-279.4944,-11.95%,656.6148183,0.529868218,0.065189685,
308,2017/7/16,1931.2143,2293.02,2397.15,2464.75,2505.86,2451.45,-127.7813,-6.21%,656.7286252,0.529004029,0.084936908,
309,2017/7/17,1910.96,2213.85,2329.28,2436.21,2488.07,2453.51,-20.2543,-1.05%,656.7667256,0.52811596,0.110213941,
310,2017/7/18,2320.12225,2118.89,2271.26,2405.87,2469.17,2455.63,409.16225,21.41%,658.5362109,0.528068989,0.141861435,
311,2017/7/19,2264.7657,2111.96,2252.98,2392.6,2462.93,2461.6,-55.35655,-2.39%,659.9916165,0.527855379,0.142501005,
312,2017/7/20,2265.21,2097.21,2225.83,2377.93,2451.18,2465.14,0.4443,0.02%,661.4207889,0.527630129,0.144407999,
313,2017/7/21,2682.195363,2138.45,2215.74,2367.31,2440.02,2469.41,416.985363,18.41%,665.254413,0.528769156,0.123593249,
314,2017/7/22,2807.609857,2288.65,2251.25,2376.36,2440.39,2479.27,125.414494,4.68%,669.8927155,0.530382153,0.062178586,
315,2017/7/23,2825.51,2467.98,2293.43,2395.67,2443.07,2487.93,17.900143,0.64%,674.5645864,0.531998405,-0.010196188,
316,2017/7/24,2751.821029,2569.06,2340.51,2408.89,2446.81,2497.42,-73.688971,-2.61%,678.6204322,0.533228602,-0.049963013,
317,2017/7/25,2560.997917,2666.47,2381.84,2416.49,2452.23,2503.5,-190.823112,-6.93%,681.381391,0.53369907,-0.087365378,
318,2017/7/26,2564.3,2725.63,2432.04,2414.6,2453.85,2509.31,3.302083,0.13%,684.1096309,0.534147292,-0.110756566,
319,2017/7/27,2647.625,2702.05,2495.35,2412.31,2455.92,2514.05,83.325,3.25%,687.2872764,0.534844592,-0.100219063,
320,2017/7/28,2781.636583,2670.05,2569.02,2420.14,2460.25,2521.63,134.011583,5.06%,691.2656963,0.535995871,-0.085275887,
321,2017/7/29,2784.8,2661.28,2615.17,2434.07,2466.79,2530.06,3.163417,0.11%,695.1869132,0.537102602,-0.078843355,
322,2017/7/30,2745.955417,2667.87,2667.17,2446.5,2474.34,2538.31,-38.844583,-1.39%,698.7791615,0.538009886,-0.078214797,
323,2017/7/31,2866.431667,2704.86,2715.25,2465.49,2483.29,2545.97,120.47625,4.39%,703.0977165,0.539325797,-0.089224376,
324,2017/8/1,2862.9,2765.29,2733.67,2492.46,2495.46,2553.76,-3.531667,-0.12%,707.3068761,0.540565162,-0.108128361,
325,2017/8/2,2693.633983,2808.34,2739.2,2516.32,2510.18,2561.31,-169.266017,-5.91%,710.363268,0.541143759,-0.118780327,
326,2017/8/3,2794.117717,2790.74,2726.01,2533.26,2514.6,2564.11,100.483734,3.73%,713.977259,0.542026244,-0.109814682,
327,2017/8/4,2790,2792.61,2730.24,2556.04,2521.07,2568.74,-4.117717,-0.15%,717.4971102,0.542847959,-0.107708235,
328,2017/8/5,3218.115017,2801.42,2753.14,2592.59,2527.45,2573.08,428.115017,15.34%,723.9717459,0.545368207,-0.108397792,
329,2017/8/6,3252.562533,2871.75,2818.52,2656.94,2547.72,2578.66,34.447516,1.07%,730.5770076,0.547936095,-0.127184306,
330,2017/8/7,3210.2,2949.69,2879.02,2724.02,2573.1,2588.45,-42.362533,-1.30%,736.7092845,0.55019548,-0.146356535,
331,2017/8/8,3457.374333,3053,2921.87,2768.52,2596.67,2597.24,247.174333,7.70%,744.7024569,0.553527308,-0.175736617,
332,2017/8/9,3357.326317,3185.65,2989.13,2828.15,2627.38,2607.74,-100.048016,-2.89%,751.6886458,0.556222134,-0.212481636,
333,2017/8/10,3340.28,3299.12,3050.27,2882.76,2660.42,2616.27,-17.046317,-0.51%,758.3875442,0.55871723,-0.240074875,
334,2017/8/11,3632.506667,3323.55,3097.65,2915.66,2694.19,2623.63,292.226667,8.75%,767.3591849,0.562512333,-0.233598967,
335,2017/8/12,3852.802914,3399.54,3174.61,2956.9,2735.75,2639.88,220.296247,6.06%,778.1164871,0.567317745,-0.242635475,
336,2017/8/13,3868.52,3528.06,3290.53,3008.27,2785.68,2658.29,15.717086,0.41%,788.7423489,0.571975107,-0.266498665,
337,2017/8/14,4282.992,3610.29,3397.97,3064.1,2836.68,2677.66,414.472,10.71%,803.2127024,0.578862019,-0.272716697,
338,2017/8/15,4217.028329,3795.42,3547.27,3150.2,2910.82,2708.34,-65.963671,-1.54%,816.5744795,0.584972918,-0.303900619,
339,2017/8/16,4179.97,3970.77,3647.16,3232.84,2987.01,2737.54,-37.058329,-0.88%,829.1939242,0.590549032,-0.329346068,
340,2017/8/17,4328.725717,4080.26,3739.9,3309.46,3062.64,2765.91,148.755717,3.56%,842.9448174,0.59669761,-0.332268892,
341,2017/8/18,4130.440067,4175.45,3851.75,3386.81,3129.6,2796.26,-198.28565,-4.58%,854.4075412,0.60142859,-0.334180087,
342,2017/8/19,4104.71,4227.83,3919.06,3454.09,3191.79,2821.48,-25.730067,-0.62%,865.3475845,0.605792521,-0.32459529,
343,2017/8/20,4157.958033,4192.17,3993.8,3522.03,3253.1,2846.56,53.248033,1.30%,876.4953946,0.610207122,-0.288669269,
344,2017/8/21,4043.722,4180.36,4075.57,3586.61,3302.3,2871.34,-114.236033,-2.75%,886.3775363,0.613857193,-0.265893468,
345,2017/8/22,3986.28,4153.11,4116.69,3645.65,3343.5,2893.29,-57.442,-1.42%,895.5562202,0.617073765,-0.242144459,
346,2017/8/23,4174.95,4084.62,4130.03,3710.28,3382.19,2914.5,188.67,4.73%,906.1050752,0.620983831,-0.207684962,
347,2017/8/24,4340.316717,4093.52,4160.68,3779.32,3429.63,2940.93,165.366717,3.96%,917.8521019,0.625485433,-0.193574817,
348,2017/8/25,4331.77,4140.65,4166.41,3856.84,3488.94,2971.39,-8.546717,-0.20%,929.2361145,0.629721227,-0.186793123,
349,2017/8/26,4360.513317,4175.41,4177.88,3912.52,3547.86,3001.89,28.743317,0.66%,940.5973827,0.633879788,-0.176881275,
350,2017/8/27,4354.308333,4238.77,4195.94,3967.92,3604.95,3032.6,-6.204984,-0.14%,951.635457,0.637803435,-0.175819359,
351,2017/8/28,4339.05,4312.37,4198.5,4025.12,3657.37,3062.08,-15.258333,-0.35%,962.2881997,0.64146586,-0.179090439,
352,2017/8/29,4607.98545,4345.19,4219.36,4069.21,3709.18,3091.76,268.93545,6.20%,975.0177529,0.646159227,-0.171469166,
353,2017/8/30,4594.98785,4398.73,4269.69,4131.74,3771.25,3127.27,-12.9976,-0.28%,987.3201934,0.65055379,-0.166385151,
354,2017/8/31,4582.52,4451.37,4313.39,4194.48,3828.87,3162.16,-12.46785,-0.27%,999.2201352,0.654670589,-0.162580605,
355,2017/9/1,4911.740017,4495.77,4367.27,4241.98,3886.19,3198.19,329.220017,7.18%,1013.775287,0.660094096,-0.156858002,
356,2017/9/2,4580.38748,4607.26,4459.81,4294.92,3960.13,3237.36,-331.352537,-6.75%,1025.062792,0.663757855,-0.163411302,
357,2017/9/3,4585.57,4655.52,4500.36,4330.52,4019.67,3270.37,5.18252,0.11%,1036.138042,0.667258936,-0.158184627,
358,2017/9/4,4344.098317,4651.04,4524.88,4345.65,4079.52,3303.48,-241.471683,-5.27%,1045.099803,0.669677064,-0.140094913,
359,2017/9/5,4488.72014,4600.86,4526.12,4352,4117.05,3332.38,144.621823,3.33%,1054.964345,0.6724931,-0.117513754,
360,2017/9/6,4385.02,4582.1,4538.94,4367.44,4158.26,3365.68,-103.70014,-2.31%,1063.849957,0.674801491,-0.101927248,
361,2017/9/7,4654.6585,4476.76,4542.01,4370.25,4197.42,3397.05,269.6385,6.15%,1074.593659,0.677959643,-0.066550405,
362,2017/9/8,4310.750183,4491.61,4573.57,4396.46,4237.33,3432.35,-343.908317,-7.39%,1082.580683,0.679778319,-0.060009487,
363,2017/9/9,4312.26,4436.65,4543.85,4406.77,4269.11,3464.76,1.509817,0.04%,1090.424838,0.681506442,-0.039244714,
364,2017/9/10,4329.955,4430.28,4515.57,4414.48,4301.51,3497.85,17.695,0.41%,1098.239816,0.683197146,-0.029935999,
365,2017/9/11,4248.090017,4398.53,4490.32,4428.79,4324.76,3530.25,-81.864983,-1.89%,1105.366152,0.684557916,-0.017057594,
366,2017/9/12,4198.59,4371.14,4423.95,4441.88,4337.93,3561.81,-49.500017,-1.17%,1112.046474,0.685705235,-0.007655725,
367,2017/9/13,3961.271267,4279.93,4385.77,4443.06,4348.94,3592.81,-237.318733,-5.65%,1117.192765,0.686188618,0.015868235,
368,2017/9/14,3319.63,4210.03,4323.34,4424.11,4338.21,3624.51,-641.641267,-16.20%,1119.138165,0.68545356,0.029546749,
369,2017/9/15,3216.43,4011.51,4220.89,4373.51,4308.3,3647.65,-103.2,-3.11%,1120.64526,0.684581898,0.06888796,
370,2017/9/16,3763.62604,3788.8,4093.67,4316.3,4276.18,3669.41,547.19604,17.01%,1124.552488,0.684571588,0.113975558,
371,2017/9/17,3746.060783,3691.91,4031.53,4286.77,4257.34,3693.47,-17.565257,-0.47%,1128.308256,0.684501872,0.132812977,
372,2017/9/18,3678.53,3601.4,3940.67,4257.12,4244.53,3718.16,-67.530783,-1.80%,1131.674251,0.684284426,0.151519721,
373,2017/9/19,3943.413333,3544.86,3877.44,4210.64,4230.32,3741.71,264.883333,7.20%,1136.328155,0.68456441,0.162035023,
374,2017/9/20,3977.561667,3669.61,3840.56,4178.07,4223.17,3762.73,34.148334,0.87%,1141.088936,0.684882475,0.131076892,
375,2017/9/21,3894.48,3821.84,3805.32,4147.82,4220.97,3782.23,-83.081667,-2.09%,1145.335029,0.684994389,0.094558834,
376,2017/9/22,3637.50255,3848.01,3769.96,4096.96,4217.91,3800.05,-256.97745,-6.60%,1148.273677,0.684617266,0.087697462,
377,2017/9/23,3776.3869,3826.3,3713.85,4049.81,4199.99,3814.81,138.88435,3.82%,1151.811836,0.684460558,0.088974021,
378,2017/9/24,3777.62,3845.87,3695.36,4009.35,4181.2,3835.07,1.2331,0.03%,1155.299974,0.684285813,0.080199464,
379,2017/9/25,3942.555,3812.71,3741.16,3981.03,4162.72,3855.29,164.935,4.37%,1159.544254,0.684394992,0.084082043,
380,2017/9/26,3910.307383,3805.71,3813.77,3953.72,4148.79,3876.87,-32.247617,-0.82%,1163.558961,0.684414989,0.08269399,
381,2017/9/27,3881,3808.87,3828.44,3929.98,4133.99,3895.68,-29.307383,-0.75%,1167.366292,0.684356281,0.07864557,
382,2017/9/28,4201.98905,3857.57,3841.94,3891.3,4118.72,3913.95,320.98905,8.27%,1172.779815,0.684912976,0.063405621,
383,2017/9/29,4193.574667,3942.69,3894.28,3885.86,4105.19,3938.22,-8.414383,-0.20%,1178.058577,0.685409321,0.039584039,
384,2017/9/30,4164.27,4025.89,3919.3,3879.93,4091.81,3960.34,-29.304667,-0.70%,1183.093683,0.685804317,0.01611023,
385,2017/10/1,4360.722967,4070.23,3937.97,3871.64,4077.87,3982.03,196.452967,4.72%,1189.131503,0.686586763,0.001873527,
386,2017/10/2,4386.88375,4160.31,3984.59,3877.28,4059.5,4009.81,26.160783,0.60%,1195.218185,0.687378391,-0.024833108,
387,2017/10/3,4394.07,4261.49,4059.53,3886.69,4053.05,4036.36,7.18625,0.16%,1201.244791,0.688136022,-0.051427937,
388,2017/10/4,4225.175,4299.9,4121.3,3908.33,4046.67,4063.09,-168.895,-3.84%,1206.251912,0.688490397,-0.062577378,
389,2017/10/5,4338.852,4306.22,4166.05,3953.61,4042.7,4079.88,113.677,2.69%,1211.786675,0.689040863,-0.065184159,
390,2017/10/6,4318.58,4341.14,4205.68,4009.73,4037.71,4097.98,-20.272,-0.47%,1217.123095,0.689508337,-0.075149032,
391,2017/10/7,4376.191667,4332.71,4246.51,4037.48,4035.49,4116.46,57.611667,1.33%,1222.684001,0.69005483,-0.073651527,
392,2017/10/8,4602.280883,4330.57,4296.03,4068.98,4026.21,4131.77,226.089216,5.17%,1229.424747,0.691050249,-0.075594666,
393,2017/10/9,4605.66,4372.22,4336.06,4115.17,4035.93,4152.52,3.379117,0.07%,1236.072702,0.691996536,-0.083324042,
394,2017/10/10,4782.28,4448.31,4377.27,4148.28,4045.71,4173.61,176.62,3.83%,1243.653824,0.693296769,-0.099512817,
395,2017/10/11,4819.485767,4537,4439.07,4188.52,4060.79,4192.77,37.205767,0.78%,1251.330664,0.69461773,-0.117270285,
396,2017/10/12,4822.17,4637.18,4484.95,4234.77,4079.83,4208.88,2.684233,0.06%,1258.892524,0.695876183,-0.136611084,
397,2017/10/13,5563.806567,4726.38,4528.47,4294,4100.62,4224.78,741.636567,15.38%,1271.283436,0.699079915,-0.152601314,
398,2017/10/14,5739.438733,4918.68,4645.45,4383.37,4154.04,4246.12,175.632166,3.16%,1284.735389,0.702680003,-0.18407141,
399,2017/10/15,5825.99,5145.44,4796.87,4481.46,4234.7,4271.5,86.551267,1.51%,1298.565309,0.706382951,-0.215066002,
400,2017/10/16,5711.205867,5354.18,4945.59,4575.64,4321.68,4298.93,-114.784133,-1.97%,1311.250478,0.709555531,-0.23891172,
401,2017/10/17,5603.71294,5532.52,5084.85,4665.68,4386.6,4321.97,-107.492927,-1.88%,1322.914092,0.712266153,-0.261231934,
402,2017/10/18,5594.66,5688.83,5207.6,4751.82,4448.52,4346.53,-9.05294,-0.16%,1334.290873,0.714822339,-0.278814077,
403,2017/10/19,5727.6335,5695,5306.84,4821.45,4512.39,4371.36,132.9735,2.38%,1346.378064,0.717623607,-0.262080627,
404,2017/10/20,5979.45984,5692.64,5419.04,4898.15,4571.87,4397.52,251.82634,4.40%,1360.047179,0.721015677,-0.245144766,
