,index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
144,144,2017/2/2,983.42,951.19059,932.0287075,906.2212138,908.6481425,877.6729046,3.716125,0.0038,58.20%,20.03%,124.5103236,0.165184993,0.046819495,290.55%,-0.03,1.91,0.13410424701743584
145,145,2017/2/3,1013.027,970.60939,941.3344075,915.9770638,904.8570425,881.9795213,29.607,0.0301,62.96%,20.25%,125.9121912,0.166652204,0.072666006,310.83%,-0.02,2.11,0.2456406375879288
146,146,2017/2/4,1030.999413,994.3712726,955.1297863,926.5495344,906.0680229,886.5525115,17.972413,0.0177,65.85%,20.51%,127.509607,0.168348941,0.097457638,321.03%,-0.01,2.21,0.29493668319924177
147,147,2017/2/5,1034.07,1008.244058,966.9411613,936.7280344,907.2153563,891.1371781,3.070587,0.003,66.34%,20.76%,129.0833338,0.170007127,0.111361322,319.50%,0.0,2.19,0.31597668872230605
148,148,2017/2/6,1024.01375,1017.106033,977.8375363,942.7367219,911.4548146,895.3754073,-10.05625,-0.0097,64.73%,20.98%,130.4525846,0.171409378,0.115914927,308.44%,0.01,2.08,0.31912696891033243
149,149,2017/2/7,1050.11,1030.444033,990.8173113,949.9122219,916.1871479,900.043574,26.09625,0.0255,68.92%,21.25%,132.1276489,0.173171871,0.124709111,324.28%,0.01,2.24,0.39272610864988294
150,150,2017/2/8,1052.84,1038.406633,1004.508011,957.7642782,920.9321479,904.7729073,2.73,0.0026,69.36%,21.52%,133.771489,0.174886365,0.127560412,322.33%,0.02,2.22,0.3838792449639682
151,151,2017/2/9,976.103,1027.42735,1010.899311,961.8883738,923.2672479,908.0912906,-76.737,-0.0729,57.02%,21.62%,134.4195016,0.175414902,0.112816849,263.69%,0.02,1.64,0.21906780908025095
152,152,2017/2/10,999.1035,1020.43405,1014.339054,967.0615488,930.3966979,911.7930156,23.0005,0.0236,60.72%,21.76%,135.2865097,0.176196459,0.096773078,279.00%,0.03,1.79,0.3575178801190572
153,153,2017/2/11,997.59,1015.1493,1016.127666,971.0108675,937.6190313,915.4530156,-1.5135,-0.0015,60.47%,21.89%,136.1036276,0.17691688,0.082688455,276.22%,0.03,1.76,0.2969877664545367
154,154,2017/2/12,1000.604625,1005.248225,1017.846129,974.9374182,943.4295188,919.2149261,3.014625,0.003,60.96%,22.03%,136.9219048,0.177635971,0.065525516,276.77%,0.03,1.77,0.2755079263906701
155,155,2017/2/13,999.877375,994.6557,1016.531166,978.9327869,949.4950979,922.9337156,-0.72725,-0.0007,60.84%,22.15%,137.7013455,0.17830749,0.047562754,274.67%,0.03,1.75,0.23937358011112536
156,156,2017/2/14,1001.2,999.6751,1013.551225,984.3405057,955.5500979,926.689049,1.322625,0.0013,61.06%,22.27%,138.465076,0.178958533,0.046177591,274.11%,0.03,1.74,0.23932428015273044
157,157,2017/2/15,1012.325988,1002.319598,1011.376824,989.1589926,961.6109642,930.4161488,11.125988,0.0111,62.85%,22.41%,139.3171349,0.179709026,0.042333787,280.42%,0.02,1.8,0.23034462990410887
158,158,2017/2/16,1035.208125,1009.843223,1012.496261,995.1668988,965.9899017,934.5296175,22.882137,0.0226,66.53%,22.58%,140.3908181,0.180712862,0.045397287,294.58%,0.02,1.95,0.2603875348236609
159,159,2017/2/17,1035.2,1016.762298,1011.005261,1000.911286,970.2765684,938.6384509,-0.008125,0.0,66.52%,22.75%,141.4244414,0.181665805,0.047909772,292.42%,0.01,1.92,0.21092204886388868
160,160,2017/2/18,1056.637138,1028.11425,1011.384975,1007.946493,975.6378438,943.0309032,21.437138,0.0207,69.97%,22.95%,142.6681563,0.182857607,0.053786768,304.89%,0.01,2.05,0.2574593999927492
161,161,2017/2/19,1052.779286,1038.430107,1019.052604,1014.975958,980.9431171,946.8403913,-3.857852,-0.0037,69.35%,23.14%,143.8204391,0.183937833,0.058603796,299.77%,0.0,2.0,0.20810377012142278
162,162,2017/2/20,1050.87,1046.13891,1024.229254,1019.284154,986.1174504,950.4387246,-1.909286,-0.0018,69.05%,23.31%,144.908735,0.184939397,0.060866441,296.20%,0.0,1.96,0.21220903707099698
163,163,2017/2/21,1123.788429,1063.854971,1036.849097,1026.488381,992.9569439,954.1466984,72.918429,0.0694,80.78%,23.63%,146.8743556,0.186953009,0.071400907,341.88%,0.0,2.42,0.3569978479063248
164,164,2017/2/22,1123.223188,1081.459608,1049.110953,1033.478541,999.6619297,958.0069182,-0.565241,-0.0005,80.68%,23.93%,148.7545156,0.18885437,0.081825341,337.18%,0.0,2.37,0.27259057097168427
165,165,2017/2/23,1130.01,1096.134181,1062.124215,1039.327691,1006.663263,961.9637515,6.786812,0.006,81.78%,24.23%,150.6531285,0.190765324,0.088878695,337.44%,0.0,2.37,0.29345371058929115
166,166,2017/2/24,1174.86625,1120.551573,1079.49084,1046.521033,1016.057284,966.5893557,44.85625,0.0397,88.99%,24.63%,153.1121898,0.193314598,0.102842912,361.31%,0.01,2.61,0.39809601525705735
167,167,2017/2/25,1150.605714,1140.498716,1093.318813,1052.347818,1023.878933,970.2599509,-24.260536,-0.0206,85.09%,24.95%,155.1275378,0.195332739,0.113899974,340.98%,0.02,2.41,0.339528153978683
168,168,2017/2/26,1150.37,1145.81503,1104.835001,1058.665631,1031.722933,973.9271176,-0.235714,-0.0002,85.05%,25.27%,157.0620065,0.197245096,0.110584047,336.63%,0.03,2.37,0.3804846647447731
169,169,2017/2/27,1190.75195,1159.320783,1120.390196,1065.697728,1040.737589,977.7166501,40.38195,0.0351,91.55%,25.65%,159.4783063,0.199697649,0.113941492,356.85%,0.04,2.57,0.467498489257069
170,170,2017/2/28,1187.565286,1170.83184,1133.48301,1072.433993,1049.791999,981.6402382,-3.186664,-0.0027,91.03%,26.02%,161.7534814,0.201971331,0.115298879,349.86%,0.04,2.5,0.41226849215895583
171,171,2017/3/1,1190.89,1174.03659,1147.294082,1083.173343,1059.081999,985.5197382,3.324714,0.0028,91.57%,26.38%,163.9856912,0.204180447,0.108541729,347.13%,0.04,2.47,0.40710617368046126
172,172,2017/3/2,1259.410817,1195.797611,1168.148163,1096.188709,1068.90549,989.8812518,68.520817,0.0575,102.59%,26.88%,167.1295154,0.207413742,0.118712198,381.60%,0.04,2.82,0.5215834339201685
173,173,2017/3/3,1285.14,1222.751611,1184.283321,1110.566209,1079.086694,994.3674185,25.729183,0.0204,106.73%,27.43%,170.5425836,0.21092832,0.133135657,389.05%,0.03,2.89,0.4771684231325341
174,174,2017/3/4,1287.0,1242.001221,1200.661002,1124.885977,1089.206028,998.9270851,1.86,0.0014,107.03%,27.96%,173.8369125,0.214278178,0.140281259,382.74%,0.03,2.83,0.45866674136338664
175,175,2017/3/5,1270.9333,1258.674823,1214.753332,1138.438774,1097.802904,1001.329973,-16.0667,-0.0125,104.45%,28.43%,176.7520217,0.217172306,0.146539892,367.34%,0.03,2.67,0.44008752278417773
176,176,2017/3/6,1275.197375,1275.536298,1224.786444,1152.138642,1105.942837,1006.00543,4.264075,0.0034,105.13%,28.89%,179.6115851,0.21998135,0.153347403,363.87%,0.03,2.64,0.47208040733679474
177,177,2017/3/7,1279.5,1279.554135,1237.675873,1165.497343,1114.123837,1010.669596,4.302625,0.0034,105.82%,29.34%,182.4190589,0.222710313,0.148484659,360.63%,0.03,2.61,0.4622840300112005
178,178,2017/3/8,1157.3933,1254.004795,1238.378203,1171.606602,1118.569822,1015.012318,-122.1067,-0.0954,86.18%,29.54%,183.6481162,0.223694675,0.121078694,291.72%,0.02,1.92,0.21723899562887491
179,179,2017/3/9,1192.469143,1235.098624,1238.549922,1179.470059,1123.315126,1019.751137,35.075843,0.0303,91.82%,29.79%,185.2071934,0.225028031,0.099512145,308.21%,0.02,2.08,0.3684321277118695
180,180,2017/3/10,1192.09,1219.329964,1239.002394,1186.242702,1127.956793,1024.44447,-0.379143,-0.0003,91.76%,30.03%,186.7096874,0.226292968,0.081007687,305.52%,0.02,2.06,0.29339395309973
181,181,2017/3/11,1179.159875,1200.122464,1237.829381,1192.561731,1134.725355,1028.996302,-12.930125,-0.0108,93.41%,30.27%,187.9229884,0.226916376,0.057632543,308.59%,0.01,2.09,0.22164711271555984
182,182,2017/3/12,1227.494625,1189.721389,1234.637762,1201.392963,1142.338393,1036.367545,48.33475,0.041,100.93%,30.57%,189.5275571,0.2279145,0.041478949,330.17%,0.02,2.3,0.30024771831754904
183,183,2017/3/13,1227.68,1203.778729,1228.891762,1206.587541,1150.00806,1043.813545,0.185375,0.0002,101.65%,30.86%,191.0679076,0.228829167,0.046756776,329.36%,0.02,2.29,0.2507594793598268
184,184,2017/3/14,1245.370786,1214.359057,1224.72884,1212.694921,1158.166932,1050.798225,17.690786,0.0144,104.03%,31.17%,192.7238595,0.229844308,0.048518157,333.74%,0.01,2.34,0.2566964730767331
185,185,2017/3/15,1257.399625,1227.420982,1223.375473,1219.064402,1166.751007,1058.123052,12.028839,0.0097,106.43%,31.50%,194.4523202,0.23092122,0.051999077,337.92%,0.0,2.38,0.23819560837133263
186,186,2017/3/16,1257.0,1242.989007,1221.555735,1223.17109,1175.277673,1065.413886,-0.399625,-0.0003,107.07%,31.81%,196.0873248,0.231877194,0.057613052,336.55%,-0.02,2.37,0.19288112828334353
187,187,2017/3/17,1091.171888,1215.72446,1202.722924,1220.199399,1177.90587,1069.758417,-165.828112,-0.1319,78.42%,31.84%,196.1161992,0.231180125,0.032106632,246.31%,-0.04,1.46,-0.12810360680347377
188,188,2017/3/18,952.2323625,1160.634932,1182.20683,1210.292517,1175.140011,1070.564956,-138.9395255,-0.1273,56.06%,31.74%,195.4686885,0.229906785,-0.012343277,176.60%,-0.03,0.77,-0.21537764977544382
189,189,2017/3/19,967.69,1105.098775,1159.728916,1199.139419,1172.889678,1071.583123,15.4576375,0.0162,58.99%,31.65%,194.8385993,0.228634539,-0.057798192,186.37%,-0.01,0.86,-0.04276087480964097
190,190,2017/3/20,1049.084488,1063.435748,1145.428365,1192.215379,1172.637923,1074.137883,81.394488,0.0841,75.17%,31.64%,194.5320351,0.22762485,-0.093125229,237.61%,0.01,1.38,0.06481418412669417
191,191,2017/3/21,1118.630043,1035.761756,1139.375382,1188.602381,1174.832948,1077.888033,69.545555,0.0663,87.24%,31.70%,194.5719218,0.226909099,-0.118375291,275.23%,0.02,1.75,0.03931828678755805
192,192,2017/3/22,1113.0,1040.127379,1127.925919,1181.281841,1176.903948,1081.510699,-5.630043,-0.005,87.35%,31.75%,194.5177077,0.226094805,-0.116217275,275.11%,0.03,1.75,-0.03789772225297601
193,193,2017/3/23,1038.789,1057.438706,1109.036819,1168.964291,1174.070634,1083.513789,-74.211,-0.0667,72.02%,31.68%,193.9468211,0.224789289,-0.099339788,227.31%,0.01,1.27,-0.16493675907997773
194,194,2017/3/24,941.9197143,1052.284649,1078.691712,1151.710276,1168.027185,1083.844557,-96.8692857,-0.0933,56.53%,31.55%,193.0702079,0.223289934,-0.09909233,179.16%,-0.01,0.79,-0.2699201074571482
195,195,2017/3/25,927.93,1028.053751,1045.74475,1134.560111,1161.291185,1083.977224,-13.9897143,-0.0149,54.92%,31.41%,192.1276967,0.221737746,-0.114732149,174.83%,-0.02,0.75,-0.20732229179567663
196,196,2017/3/26,956.7863125,995.6850054,1015.723381,1118.639558,1154.021853,1085.039569,28.8563125,0.0311,57.90%,31.27%,191.2038879,0.220169248,-0.137204376,185.12%,0.0,0.85,-0.13382527627591848
197,197,2017/3/27,1037.22925,980.5308554,1010.329117,1106.526021,1150.242638,1087.060785,80.4429375,0.0841,71.25%,31.20%,190.6043282,0.218878335,-0.147544333,228.40%,0.01,1.28,-0.0311105270760892
198,198,2017/3/28,1041.04,980.9810554,1019.209881,1100.708356,1146.598305,1089.160619,3.81075,0.0037,72.40%,31.12%,189.9891264,0.217570907,-0.144442259,232.65%,0.01,1.33,-0.13666334911768652
199,199,2017/3/29,1040.5755,1000.712213,1026.498431,1093.113673,1141.592423,1091.165006,-0.4645,-0.0004,70.76%,31.03%,189.3247464,0.216212651,-0.12340675,228.06%,-0.01,1.28,-0.1504317825198777
200,200,2017/3/30,1037.90455,1022.707123,1025.380437,1085.404401,1136.603732,1093.197865,-2.67095,-0.0026,68.81%,30.92%,188.6585915,0.214870939,-0.100207844,222.54%,-0.04,1.23,-0.1778834464981441
201,201,2017/3/31,1034.74,1038.29786,1016.991433,1078.183407,1131.398732,1095.240365,-3.16455,-0.003,68.80%,30.82%,187.9885629,0.213543561,-0.082288294,223.23%,-0.08,1.23,-0.22857644128163845
202,202,2017/4/1,1086.929571,1048.237924,1014.38439,1071.155155,1125.649357,1097.277424,52.189571,0.0504,77.65%,30.76%,187.5467242,0.212409854,-0.068770468,252.41%,-0.08,1.52,-0.11388197247174468
203,203,2017/4/2,1099.169125,1059.863749,1020.422402,1064.729611,1119.450328,1099.268511,12.239554,0.0113,80.30%,30.71%,187.1330525,0.211297034,-0.053228426,261.48%,-0.07,1.61,-0.11820764025191806
204,204,2017/4/3,1079.99,1067.746649,1034.229431,1056.460571,1112.549994,1100.878011,-19.179125,-0.0174,77.87%,30.64%,186.5470155,0.210019065,-0.04027086,254.18%,-0.06,1.54,-0.12142209286984318
205,205,2017/4/4,1141.600363,1088.485812,1055.596467,1050.670608,1108.238897,1103.020901,61.610363,0.057,86.51%,30.61%,186.3043055,0.209050909,-0.017823851,282.62%,-0.05,1.83,0.057678583423363294
206,206,2017/4/5,1133.079314,1108.153675,1073.225767,1044.474574,1103.501628,1104.722232,-8.521049,-0.0075,83.58%,30.56%,185.9942598,0.208031091,0.004215714,273.48%,-0.05,1.73,-0.0027734032598508707
207,207,2017/4/6,1133.53,1117.47376,1082.855842,1046.59248,1098.635961,1106.379899,0.450686,0.0004,84.39%,30.52%,185.6853332,0.207025034,0.017146534,276.52%,-0.04,1.77,0.0520758582166501
208,208,2017/4/7,1190.45425,1135.730785,1097.797267,1058.503574,1099.737993,1109.153907,56.92425,0.0502,93.37%,30.54%,185.7552886,0.206371178,0.032728516,305.76%,-0.02,2.06,0.20500184875195432
209,209,2017/4/8,1181.149838,1155.962753,1111.854701,1069.176566,1099.360683,1111.337904,-9.304412,-0.0078,91.27%,30.53%,185.7003632,0.205596519,0.051486351,298.97%,-0.01,1.99,0.16999399097718954
210,210,2017/4/9,1184.03,1164.44868,1126.467246,1075.923842,1099.092016,1113.524404,2.880162,0.0024,92.60%,30.52%,185.6328162,0.204812039,0.059464234,303.36%,0.0,2.03,0.21989156775296548
211,211,2017/4/10,1207.744875,1179.381793,1143.767734,1080.379583,1100.044849,1117.385102,23.714875,0.02,90.19%,30.49%,185.6903836,0.204137682,0.072121553,295.83%,0.01,1.96,0.2815969594672196
212,212,2017/4/11,1226.617038,1197.9992,1157.73648,1086.060435,1100.015596,1121.176995,18.872163,0.0156,92.88%,30.49%,186.0341201,0.20378332,0.08907474,304.57%,0.02,2.05,0.32863537697028644
213,213,2017/4/12,1219.09,1203.72635,1169.728568,1095.075485,1099.729263,1124.868661,-7.527038,-0.0061,92.28%,30.49%,186.2593331,0.203312512,0.094566081,302.68%,0.02,2.03,0.3059055079809166
214,214,2017/4/13,1180.023713,1203.501125,1179.731939,1106.980685,1097.551027,1127.85898,-39.066287,-0.032,84.97%,30.42%,186.0874215,0.20245821,0.096533186,279.36%,0.02,1.79,0.2586137266344346
215,215,2017/4/14,1185.260057,1203.747137,1184.097909,1119.847188,1095.146375,1130.948691,5.236344,0.0044,84.79%,30.34%,185.9402739,0.201634761,0.099165522,279.42%,0.02,1.79,0.3144018466600411
216,216,2017/4/15,1170.36,1196.270162,1187.825977,1130.525872,1092.258375,1133.768024,-14.900057,-0.0126,83.16%,30.26%,185.6613344,0.200696275,0.095226358,274.85%,0.02,1.75,0.28153411813590234
217,217,2017/4/16,1186.927413,1188.332237,1193.165718,1138.01078,1095.450226,1136.678048,16.567413,0.0142,86.54%,30.18%,185.4386065,0.19980165,0.084788892,286.71%,0.02,1.87,0.30909429309764946
218,218,2017/4/17,1205.634875,1185.641212,1194.683781,1146.240524,1103.896976,1139.518494,18.707462,0.0158,91.60%,30.13%,185.2905671,0.198967805,0.074050602,303.97%,0.02,2.04,0.3034587124606621
219,219,2017/4/18,1176.97,1185.030469,1194.265797,1153.060249,1110.872976,1141.881327,-28.664875,-0.0238,87.50%,30.04%,184.8055052,0.197804183,0.066756051,291.30%,0.02,1.91,0.22787039316138577
220,220,2017/4/19,1217.930088,1191.564475,1197.655806,1162.061526,1116.501163,1144.569543,40.960088,0.0348,92.73%,29.97%,184.5743835,0.196869693,0.067230841,309.45%,0.02,2.09,0.32191847875925844
221,221,2017/4/20,1241.686325,1205.82974,1201.049951,1172.408842,1120.603039,1147.717994,23.756237,0.0195,89.43%,29.87%,184.5300762,0.196117727,0.076054319,299.38%,0.01,1.99,0.28914698158422697
222,222,2017/4/21,1236.63,1215.770258,1202.051247,1179.893864,1124.724039,1150.813994,-5.056325,-0.0041,89.30%,29.80%,184.5915703,0.195515905,0.080949829,299.67%,0.0,2.0,0.24454038601152148
223,223,2017/4/22,1261.311225,1226.905528,1206.27337,1188.000969,1132.141447,1153.10604,24.681225,0.02,93.63%,29.75%,184.8002956,0.195042967,0.083703394,314.73%,0.0,2.15,0.2918725528809181
224,224,2017/4/23,1257.988113,1243.10915,1214.06981,1196.900874,1142.67706,1155.352122,-3.323112,-0.0026,91.97%,29.68%,184.900525,0.19446092,0.087891928,309.89%,0.01,2.1,0.2839194384271956
225,225,2017/4/24,1240.84,1247.691133,1219.627804,1201.862856,1153.107393,1157.199289,-17.148113,-0.0136,90.47%,29.59%,184.8238969,0.193721243,0.082025091,305.74%,0.0,2.06,0.23638713063485944
226,226,2017/4/25,1279.414688,1255.236805,1230.533273,1209.179625,1163.861672,1158.941763,38.574688,0.0311,87.54%,29.47%,185.0045074,0.19320796,0.078510303,297.01%,0.01,1.97,0.308440386532139
227,227,2017/4/26,1309.109875,1269.73278,1242.751519,1217.958619,1172.92436,1161.583499,29.695187,0.0232,90.37%,29.41%,185.6845614,0.193219284,0.082535945,307.28%,0.02,2.07,0.32970900410592174
228,228,2017/4/27,1288.02,1275.074535,1250.990031,1222.836906,1181.157027,1163.877666,-21.089875,-0.0161,87.78%,29.33%,186.1339267,0.193020695,0.079513144,299.31%,0.02,1.99,0.26452525186862413
229,229,2017/4/28,1331.294429,1289.735798,1266.422474,1230.344136,1190.847658,1166.22004,43.274429,0.0336,90.73%,29.26%,186.9462693,0.193148909,0.083040127,310.10%,0.02,2.1,0.34698233954313085
230,230,2017/4/29,1334.979038,1308.563606,1278.127369,1237.891588,1200.75014,1168.676936,3.684609,0.0028,90.17%,29.19%,187.8260112,0.193354804,0.089788426,308.86%,0.03,2.09,0.33400793164986786
231,231,2017/4/30,1333.0,1319.280668,1287.258737,1244.154344,1210.69214,1171.045436,-1.979038,-0.0015,91.25%,29.13%,188.6474009,0.193505917,0.08969128,313.18%,0.03,2.13,0.33009746891365843
232,232,2017/5/1,1417.172813,1340.893256,1305.313018,1253.682133,1221.700249,1173.674803,84.172813,0.0631,93.25%,29.08%,190.3316048,0.194439934,0.097563218,320.71%,0.04,2.21,0.45900691295453383
233,233,2017/5/2,1452.076288,1373.704514,1324.389524,1265.331447,1233.463821,1176.457074,34.903475,0.0246,111.62%,29.22%,192.6509809,0.196014206,0.113696641,382.06%,0.04,2.82,0.4667941775963354
234,234,2017/5/3,1447.55,1396.955628,1343.345713,1278.707761,1245.715821,1179.132908,-4.526288,-0.0031,111.73%,29.28%,194.4313578,0.196982588,0.121407953,381.53%,0.04,2.82,0.440425812108086
235,235,2017/5/4,1508.292125,1431.618245,1370.090926,1294.859365,1257.938879,1183.088888,60.742125,0.042,114.01%,29.36%,196.9148084,0.198582051,0.138066617,388.29%,0.05,2.88,0.555170432033312
236,236,2017/5/5,1533.335071,1471.685259,1395.482964,1313.008118,1271.280738,1187.391183,25.042946,0.0166,115.36%,29.47%,199.8033849,0.200569186,0.157639863,391.42%,0.05,2.91,0.5534377394202434
237,237,2017/5/6,1518.75,1492.000697,1416.446976,1329.599248,1284.121405,1191.378683,-14.585071,-0.0095,113.92%,29.56%,202.3957935,0.202266537,0.161884454,385.33%,0.06,2.85,0.5400508561983715
238,238,2017/5/7,1535.868429,1508.759125,1441.231819,1346.110925,1295.635211,1197.686602,17.118429,0.0113,116.63%,29.67%,205.0832186,0.204021882,0.164493765,393.06%,0.06,2.93,0.578411383309831
239,239,2017/5/8,1640.619225,1547.37297,1472.164299,1369.293387,1310.950857,1205.15577,104.750796,0.0682,127.57%,29.89%,209.2331171,0.20708988,0.180343994,426.75%,0.06,3.27,0.7048204052186293
240,240,2017/5/9,1651.1,1575.934545,1503.776395,1390.951882,1326.519857,1212.805936,10.480775,0.0064,128.84%,30.13%,213.4422654,0.210186815,0.188021828,427.61%,0.07,3.28,0.6507483674993304
241,241,2017/5/10,1762.88625,1621.844781,1546.76502,1417.011878,1345.024569,1222.534709,111.78625,0.0677,146.40%,30.60%,219.3927899,0.214829409,0.205810524,478.50%,0.07,3.79,0.7964687749366557
242,242,2017/5/11,1820.990563,1682.292893,1587.146795,1446.229907,1364.83702,1232.426308,58.104313,0.033,158.77%,31.23%,226.0817484,0.220063059,0.232596177,508.45%,0.07,4.08,0.8086568369162417
243,243,2017/5/12,1829.0,1740.919208,1624.839166,1474.614345,1385.167353,1242.448308,8.009437,0.0044,160.44%,31.84%,232.4782344,0.224928093,0.256829511,503.96%,0.06,4.04,0.7860990840862272
244,244,2017/5/13,1771.920013,1767.179365,1657.276168,1500.31094,1404.89723,1251.224129,-57.079987,-0.0312,150.82%,32.26%,237.5222299,0.228501774,0.257870916,467.49%,0.06,3.67,0.7160104142536933
245,245,2017/5/14,1776.3165,1792.222665,1684.078605,1527.084765,1424.599112,1259.872743,4.396487,0.0025,149.87%,32.66%,242.4227618,0.23189755,0.258054038,458.93%,0.05,3.59,0.7393264926681953
246,246,2017/5/15,1780.0,1795.645415,1708.745098,1552.114031,1444.920445,1268.58941,3.6835,0.0021,150.09%,33.04%,247.1787551,0.235118603,0.242729606,454.32%,0.04,3.54,0.6905290057412622
247,247,2017/5/16,1739.031975,1779.253698,1730.773296,1573.610136,1463.32393,1279.387078,-40.968025,-0.023,135.97%,33.22%,251.0801784,0.237547206,0.215898723,409.31%,0.02,3.09,0.5445715950113112
248,248,2017/5/17,1807.485063,1774.95071,1757.934959,1599.583389,1483.385603,1293.64129,68.453088,0.0394,141.80%,33.49%,256.0322299,0.240884426,0.19655382,423.38%,0.02,3.23,0.6088443137180347
249,249,2017/5/18,1783.98,1777.362708,1772.271036,1622.217668,1503.61927,1307.246123,-23.505063,-0.013,138.19%,33.72%,260.4669911,0.243743639,0.182056351,409.83%,0.02,3.1,0.5032439640486936
250,250,2017/5/19,1961.520488,1814.403505,1803.313085,1653.54474,1528.405617,1322.45339,177.540488,0.0995,169.05%,34.36%,267.6539627,0.24890876,0.187121721,492.04%,0.03,3.92,0.7382118710392616
251,251,2017/5/20,2052.909788,1868.985463,1832.315439,1689.54023,1555.446399,1338.024719,91.3893,0.0466,177.97%,35.09%,276.0487315,0.254981257,0.201574972,507.26%,0.05,4.07,0.7360241457160581
252,252,2017/5/21,2008.84,1922.947068,1851.100383,1719.123589,1581.186732,1352.955386,-44.069788,-0.0215,172.58%,35.70%,283.2651595,0.259961697,0.216141667,483.40%,0.06,3.83,0.6699213063168533
253,253,2017/5/22,2090.662313,1979.582518,1877.266614,1751.05289,1608.831768,1370.486607,81.822313,0.0407,181.90%,36.44%,291.6027952,0.265789124,0.230447183,499.24%,0.07,3.99,0.8107445567018472
254,254,2017/5/23,2287.710288,2080.328575,1928.845642,1793.060905,1643.155841,1392.91645,197.047975,0.0943,210.22%,37.66%,303.4675239,0.274466626,0.266056769,558.24%,0.09,4.58,1.0196461592251964
255,255,2017/5/24,2256.32,2139.288478,1976.845992,1830.462298,1677.005174,1415.056284,-31.390288,-0.0137,206.72%,38.74%,313.9873243,0.28184203,0.275660034,533.61%,0.09,4.34,0.8690001175854761
